Id	S	P	O	Found In	Section	Anchor	Kind of match	Text Segment	Anchor-URI
3633	Michael Sheen	Occupation	Actor	Section	5.1	Laurence Olivier Award for Best Actor	partial	 *  M.E.N. Theatre Award for Best Actor (1992)—nominated for Romeo and Juliet at the Royal Exchange, Manchester  *  Ian Charleson Award (1993)—nominated for Don't Fool with Love at the Donmar Warehouse, London  *  Ian Charleson Award (1997)—nominated for Henry V at the Royal Shakespeare Theatre, Stratford Upon Avon  *  Laurence Olivier Award for Best Supporting Performance (1998)—nominated for Amadeus at the Old Vic, London  *  Outer Critics Circle Award for Outstanding Actor (1999)—nominated for Amadeus at the Music Box Theatre, Broadway  *  Laurence Olivier Award for Best Actor	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=33517,33555
3633	Michael Sheen	Occupation	Actor	Section	5.1	M.E.N. Theatre Award for Best Actor	partial	 *  M.E.N. Theatre Award for Best Actor	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=32972,33008
3633	Michael Sheen	Occupation	Actor	Section	5.1	Outer Critics Circle Award for Outstanding Actor	partial	 *  M.E.N. Theatre Award for Best Actor (1992)—nominated for Romeo and Juliet at the Royal Exchange, Manchester  *  Ian Charleson Award (1993)—nominated for Don't Fool with Love at the Donmar Warehouse, London  *  Ian Charleson Award (1997)—nominated for Henry V at the Royal Shakespeare Theatre, Stratford Upon Avon  *  Laurence Olivier Award for Best Supporting Performance (1998)—nominated for Amadeus at the Old Vic, London  *  Outer Critics Circle Award for Outstanding Actor	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=33400,33449
3633	Michael Sheen	Occupation	Actor	Section	2.1	Laurence Olivier Award for Best Actor	partial	From 1998 to 1999, Sheen starred as Mozart in a successful revival of Amadeus. The Peter Hall-directed production was staged at the Old Vic, London and later transferred to the Music Box on Broadway. Ben Brantley, chief theatre critic for The New York Times, was particularly vocal in his praise. He noted that "Mr. Sheen elicits a real poetry from the role" and felt that, while watching him, "you start to appreciate the derivation of the term star. This actor is so luminous it's scary!" The Independent found him "quite stunning as Mozart. His fantastically physical performance convinces you of his character's genius and the play catches fire whenever he's on stage." Sheen was nominated for a Laurence Olivier Award for Best Supporting Performance and an Outer Critics Circle Award for Outstanding Actor. In 1999, Sheen explored the role of Jimmy Porter in the National Theatre's production of Look Back in Anger. In 2003, Sheen described the production as "the most enjoyable thing I've ever done ... everything came together". The Daily Mail declared him a "definitive Jimmy Porter... simply exhilarating in his great jazz riffs of speeches, mercurial and irresistible." "Sheen has cornered the market in explosive energy", said The Independent, "but this thrilling performance is his finest yet." The Financial Times noted: "As Jimmy Porter, a role of staggering difficulty in every way, Michael Sheen gives surely the best performance London has yet seen from him ... You hang on every word he utters ... This is a dazzlingly through-the-body performance." He was nominated for a Laurence Olivier Award for Best Actor	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=9326,9363
3633	Michael Sheen	Occupation	Actor	Section	2.1	Outer Critics Circle Award for Outstanding Actor	partial	From 1998 to 1999, Sheen starred as Mozart in a successful revival of Amadeus. The Peter Hall-directed production was staged at the Old Vic, London and later transferred to the Music Box on Broadway. Ben Brantley, chief theatre critic for The New York Times, was particularly vocal in his praise. He noted that "Mr. Sheen elicits a real poetry from the role" and felt that, while watching him, "you start to appreciate the derivation of the term star. This actor is so luminous it's scary!" The Independent found him "quite stunning as Mozart. His fantastically physical performance convinces you of his character's genius and the play catches fire whenever he's on stage." Sheen was nominated for a Laurence Olivier Award for Best Supporting Performance and an Outer Critics Circle Award for Outstanding Actor	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=8497,8545
3633	Michael Sheen	Occupation	Actor	Section	2.1	Evening Standard Award for Best Actor	partial	From 1998 to 1999, Sheen starred as Mozart in a successful revival of Amadeus. The Peter Hall-directed production was staged at the Old Vic, London and later transferred to the Music Box on Broadway. Ben Brantley, chief theatre critic for The New York Times, was particularly vocal in his praise. He noted that "Mr. Sheen elicits a real poetry from the role" and felt that, while watching him, "you start to appreciate the derivation of the term star. This actor is so luminous it's scary!" The Independent found him "quite stunning as Mozart. His fantastically physical performance convinces you of his character's genius and the play catches fire whenever he's on stage." Sheen was nominated for a Laurence Olivier Award for Best Supporting Performance and an Outer Critics Circle Award for Outstanding Actor. In 1999, Sheen explored the role of Jimmy Porter in the National Theatre's production of Look Back in Anger. In 2003, Sheen described the production as "the most enjoyable thing I've ever done ... everything came together". The Daily Mail declared him a "definitive Jimmy Porter... simply exhilarating in his great jazz riffs of speeches, mercurial and irresistible." "Sheen has cornered the market in explosive energy", said The Independent, "but this thrilling performance is his finest yet." The Financial Times noted: "As Jimmy Porter, a role of staggering difficulty in every way, Michael Sheen gives surely the best performance London has yet seen from him ... You hang on every word he utters ... This is a dazzlingly through-the-body performance." He was nominated for a Laurence Olivier Award for Best Actor and an Evening Standard Award for Best Actor	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=9371,9408
3633	Michael Sheen	Occupation	Actor	Abstract	0	actor	exact	Michael Sheen, OBE (born 5 February 1969) is a Welsh actor	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=word&char=53,58
3633	Michael Sheen	Occupation	Actor	Section	2.2	Critics' Circle Theatre Award for Best Actor	partial	Sheen also returned to the stage in 2003 to play the title role in Caligula at the Donmar Warehouse, directed by Michael Grandage. It was the first of just three stage appearances during the 2000s; his young daughter was now based in Los Angeles, California which made more frequent stage runs in Britain impractical. The Independent's critic declared it "one of the most thrilling and searching performances I have ever witnessed" while The Daily Telegraph described him as an "outrageously charismatic actor" with "an astonishing physical presence". The Times praised a "riveting performance" while The Guardian found him "highly impressive ... at one point he attacks his court poet with a single hair-raising leap across a chair and table". Sheen won an Evening Standard Award for Best Actor and a Critics' Circle Theatre Award for Best Actor	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=11686,11730
3633	Michael Sheen	Occupation	Actor	Section	2.2	Evening Standard Award for Best Actor	partial	Sheen also returned to the stage in 2003 to play the title role in Caligula at the Donmar Warehouse, directed by Michael Grandage. It was the first of just three stage appearances during the 2000s; his young daughter was now based in Los Angeles, California which made more frequent stage runs in Britain impractical. The Independent's critic declared it "one of the most thrilling and searching performances I have ever witnessed" while The Daily Telegraph described him as an "outrageously charismatic actor" with "an astonishing physical presence". The Times praised a "riveting performance" while The Guardian found him "highly impressive ... at one point he attacks his court poet with a single hair-raising leap across a chair and table". Sheen won an Evening Standard Award for Best Actor	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=11642,11679
3633	Michael Sheen	Occupation	Actor	Section	2.4	Emmy Award for Outstanding Lead Actor – Miniseries or Movie	partial	In 2010, Sheen had a supporting role in the science fiction sequel Tron: Legacy. Referring to his David Bowie-esque character, Sheen has said, "I was paid to show off basically". The Wall Street Journal found little fun in the movie "except for a gleefully campy turn by Michael Sheen" while The New York Times said he "shows up to deliver the closest thing to a performance in the movie". The Daily Telegraph felt his "lively hamming as a cane-swishing nightclub owner merely underlines how impersonal—how inhuman—much else here is". However, USA Today felt his "scenery-chewing performance ... is meant as comic relief, but this movie thunders along so seriously that the attempt at humor feels jarring". In other 2010 film work, Sheen provided the voices for characters in Tim Burton's Alice in Wonderland and Disney's Tinker Bell and the Great Fairy Rescue and appeared as a terrorist in Unthinkable. On television, Sheen's performance in the third instalment of Peter Morgan's Blair trilogy, The Special Relationship, was nominated for an Emmy Award for Outstanding Lead Actor – Miniseries or Movie	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=22353,22412
3633	Michael Sheen	Occupation	Actor	Section	2.2	RTS Best Actor Award	partial	Sheen's breakthrough role was as British politician Tony Blair in 2003's The Deal. The Channel 4 film explored the so-called Granita pact made by Tony Blair and Gordon Brown prior to the 1994 Labour Party leadership election, and was the actor's first collaboration with screenwriter Peter Morgan. Director Stephen Frears cast him because "he was in Mary Reilly and I knew he was brilliant." Filmed while he was playing Caligula nightly on stage, Sheen has remarked, "It’s interesting that in searching for monsters to play, you often end up playing leaders." The Daily Telegraph praised his "earnest, yet steely, portrayal" while The Guardian found him "excellent. This is intelligent and honest casting." In 2004, Sheen starred in ITV's Dirty Filthy Love, a comic film about a man dealing with OCD and Tourette's after a marital separation. Sheen spoke of "treading a fine line" because "a lot of the symptoms are intrinsically comical". He was nominated for a BAFTA Award for Best Television Actor and a RTS Best Actor Award	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=12808,12828
3633	Michael Sheen	Occupation	Actor	Section	2.2	BAFTA Award for Best Television Actor	partial	Sheen's breakthrough role was as British politician Tony Blair in 2003's The Deal. The Channel 4 film explored the so-called Granita pact made by Tony Blair and Gordon Brown prior to the 1994 Labour Party leadership election, and was the actor's first collaboration with screenwriter Peter Morgan. Director Stephen Frears cast him because "he was in Mary Reilly and I knew he was brilliant." Filmed while he was playing Caligula nightly on stage, Sheen has remarked, "It’s interesting that in searching for monsters to play, you often end up playing leaders." The Daily Telegraph praised his "earnest, yet steely, portrayal" while The Guardian found him "excellent. This is intelligent and honest casting." In 2004, Sheen starred in ITV's Dirty Filthy Love, a comic film about a man dealing with OCD and Tourette's after a marital separation. Sheen spoke of "treading a fine line" because "a lot of the symptoms are intrinsically comical". He was nominated for a BAFTA Award for Best Television Actor	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=12764,12801
3633	Michael Sheen	Occupation	Actor	Section	2.2	BAFTA Award for Best Actor in a Supporting Role	partial	Sheen came to international attention in 2006 for his portrayal of Tony Blair in The Queen. The film focused on the differing reactions of the British Royal Family and the newly appointed Prime Minister following the death of Diana, Princess of Wales in 1997; it was Sheen's third collaboration with director Stephen Frears and his second with screenwriter Peter Morgan. He enjoyed reprising his role because Blair, at this point in his career, had "a weight to him that he didn’t have before". When asked to discuss his personal opinion of Blair, Sheen admitted that the more time he spent working on the character, the "less opinion" he has of the politician: "Now when I watch him on TV or hear his voice, it's sort of like a cross between a family member, a friend and seeing a really old embarrassing video of yourself." Peter Travers of Rolling Stone praised "a sensational performance, alert and nuanced" while Empire spoke of an "uncanny, insightful performance". Sheen was nominated for a BAFTA Award for Best Actor in a Supporting Role	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=14942,14989
3633	Michael Sheen	Occupation	Actor	Section	2.2	RTS Award for Best Actor	partial	Sheen came to international attention in 2006 for his portrayal of Tony Blair in The Queen. The film focused on the differing reactions of the British Royal Family and the newly appointed Prime Minister following the death of Diana, Princess of Wales in 1997; it was Sheen's third collaboration with director Stephen Frears and his second with screenwriter Peter Morgan. He enjoyed reprising his role because Blair, at this point in his career, had "a weight to him that he didn’t have before". When asked to discuss his personal opinion of Blair, Sheen admitted that the more time he spent working on the character, the "less opinion" he has of the politician: "Now when I watch him on TV or hear his voice, it's sort of like a cross between a family member, a friend and seeing a really old embarrassing video of yourself." Peter Travers of Rolling Stone praised "a sensational performance, alert and nuanced" while Empire spoke of an "uncanny, insightful performance". Sheen was nominated for a BAFTA Award for Best Actor in a Supporting Role. His second film appearance of 2006 was a supporting role in Blood Diamond as an unscrupulous diamond dealer. Also in 2006, Sheen starred as the troubled English comic actor Kenneth Williams in BBC Four's Fantabulosa! In preparation for the role, he lost two and a half stone (approx. 35 lbs), studied archival footage and read Williams' published diaries. Sheen has said he is "fascinated by finding the private side of the public face". The Times found his performance "mesmerising" while The Observer described it as "a characterisation for which the description tour-de-force is, frankly, pretty faint praise". He won a RTS Award for Best Actor	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=15614,15638
3633	Michael Sheen	Occupation	Actor	Section	2.2	Best Television Actor	partial	Sheen came to international attention in 2006 for his portrayal of Tony Blair in The Queen. The film focused on the differing reactions of the British Royal Family and the newly appointed Prime Minister following the death of Diana, Princess of Wales in 1997; it was Sheen's third collaboration with director Stephen Frears and his second with screenwriter Peter Morgan. He enjoyed reprising his role because Blair, at this point in his career, had "a weight to him that he didn’t have before". When asked to discuss his personal opinion of Blair, Sheen admitted that the more time he spent working on the character, the "less opinion" he has of the politician: "Now when I watch him on TV or hear his voice, it's sort of like a cross between a family member, a friend and seeing a really old embarrassing video of yourself." Peter Travers of Rolling Stone praised "a sensational performance, alert and nuanced" while Empire spoke of an "uncanny, insightful performance". Sheen was nominated for a BAFTA Award for Best Actor in a Supporting Role. His second film appearance of 2006 was a supporting role in Blood Diamond as an unscrupulous diamond dealer. Also in 2006, Sheen starred as the troubled English comic actor Kenneth Williams in BBC Four's Fantabulosa! In preparation for the role, he lost two and a half stone (approx. 35 lbs), studied archival footage and read Williams' published diaries. Sheen has said he is "fascinated by finding the private side of the public face". The Times found his performance "mesmerising" while The Observer described it as "a characterisation for which the description tour-de-force is, frankly, pretty faint praise". He won a RTS Award for Best Actor, and received his second BAFTA nomination of 2006, for Best Television Actor	http://nif.dbpedia.org/wiki/en/Michael_Sheen?dbpv=2016-10&nif=phrase&char=15694,15715
3635	Nathan Lane	Occupation	Stage	Section	2.1	Second Stage Theatre	partial	Accepted to Saint Joseph's University in Philadelphia on a drama scholarship, he was accompanied on what was supposed to be his first day there by his older brother Dan. Discovering that the scholarship would not cover enough of his expenses, he decided to leave, and work for a year to earn some money. "I remember him saying to me, 'College is for people who don't know what they want to do,'" his brother said. Because there already was a Joseph Lane registered with Actors Equity, he changed his name to Nathan after the character Nathan Detroit from the musical Guys and Dolls. He moved to New York City where, after a long struggle, his career began to take off, first with some brief success in the world of stand-up comedy with partner, Patrick Stack, and later with Off-Broadway productions at Second Stage Theatre	http://nif.dbpedia.org/wiki/en/Nathan_Lane?dbpv=2016-10&nif=phrase&char=2181,2201
3636	Neile Graham	Occupation	Poet	Abstract	0	poet	exact	Neile Graham (born October 8, 1958) is a poet	http://nif.dbpedia.org/wiki/en/Neile_Graham?dbpv=2016-10&nif=word&char=41,45
3637	Nicole Markotic	Occupation	Poet	Abstract	0	poet	exact	Nicole Markotić is a Canadian poet	http://nif.dbpedia.org/wiki/en/Nicole_Markotic?dbpv=2016-10&nif=word&char=30,34
3638	O. G. S. Crawford	Occupation	Archaeologist	Abstract	0	archaeologist	exact	Osbert Guy Stanhope Crawford (28 October 1886 – 28 November 1957), better known as O. G. S. Crawford, was a British archaeologist	http://nif.dbpedia.org/wiki/en/O._G._S._Crawford?dbpv=2016-10&nif=word&char=116,129
3638	O. G. S. Crawford	Occupation	Archaeologist	Section	7.3	"Grumpy old archaeologist"	partial	Anon (1951). "Bibliography of the Published Work of O. G. S. Crawford". In W. F. Grimes (ed.). Aspects of Archaeology in Britain and Beyond. London: H. W. Edwards. pp. 382–386.Ascherson, Neil (2008). "Review of Kitty Hauser, Bloody Old Britain: O. G. S. Crawford and the Archaeology of Modern Life". Public Archaeology. 7 (2): 139–143. doi:10.1179/175355308X330070. (subscription required) Bowden, Mark (2001). "Mapping the Past: O. G. S. Crawford and the Development of Landscape Studies". Landscapes. 2 (2): 29–45. doi:10.1179/lan.2001.2.2.29. (subscription required)Charlton, John (1999). "The tale of Mr Crawford and his cap". British Archaeology. 42. Archived from the original on 7 May 2016.Clark, Grahame (1951). "Folk-Culture and the Study of European Prehistory". In W. F. Grimes (ed.). Aspects of Archaeology in Britain and Beyond. London: H. W. Edwards. pp. 49–65.Clark, Grahame (1958). "O. G. S. Crawford, 1886–1957". Proceedings of the British Academy. 44: 281–296.Daniel, G. E.; Pottle, Mark (revised) (2004). "Crawford, Osbert Guy Stanhope (1886–1957)". Oxford Dictionary of National Biography (online ed.). Oxford University Press. doi:10.1093/ref:odnb/32619. (subscription required)Finnegan, Gregory A.; Ogburn, Joyce L.; Smith, J. Christina (2002). "Journals of the Century in Anthropology and Archaeology". In Tony Stankus (ed.). Journals of the Century. Abingdon and New York: Routledge. pp. 141–150. ISBN 978-0-7890-1134-3.Glancey, Jonathan (26 July 2008). "Grumpy old archaeologist"	http://nif.dbpedia.org/wiki/en/O._G._S._Crawford?dbpv=2016-10&nif=phrase&char=43781,43807
3641	Richard Sambrook	Occupation	Professor	Section	2	Appointed Professor of Journalism	partial	 * Are Foreign Correspondents Redundant? (Reuters Institute)  * Appointed Professor of Journalism	http://nif.dbpedia.org/wiki/en/Richard_Sambrook?dbpv=2016-10&nif=phrase&char=2920,2953
3644	Simon Cowell	Occupation	Judge	Section	2.6	Judge Me Tender	partial	Cowell has appeared as a guest voice in an episode of The Simpsons ("Smart and Smarter"), in which he gets beaten up by Homer Simpson (while criticising Homer's punches). In May 2010, he portrayed himself again in an episode of The Simpsons, "Judge Me Tender	http://nif.dbpedia.org/wiki/en/Simon_Cowell?dbpv=2016-10&nif=phrase&char=16319,16333
3646	St John Philby	Occupation	Arabist	Abstract	0	Arabist	exact	Harry St John Bridger Philby Order of the Indian Empire (CIE) (3 April 1885 – 30 September 1960), also known as Jack Philby or Sheikh Abdullah (الشيخ عبدالله), was a British Arabist	http://nif.dbpedia.org/wiki/en/St_John_Philby?dbpv=2016-10&nif=word&char=174,181
3647	Stephen Glass	Occupation	Paralegal	Abstract	0	paralegal	exact	Glass holds a degree in law from Georgetown University Law Center, and, since 2004, has worked as a paralegal	http://nif.dbpedia.org/wiki/en/Stephen_Glass?dbpv=2016-10&nif=word&char=640,649
3648	Stephen Ward	Occupation	Osteopath	Abstract	0	osteopathy	partial	In 1945 Ward began practising osteopathy	http://nif.dbpedia.org/wiki/en/Stephen_Ward?dbpv=2016-10&nif=word&char=371,381
3648	Stephen Ward	Occupation	Osteopath	Abstract	0	osteopath	exact	Stephen Thomas Ward (19 October 1912 – 3 August 1963) was an English osteopath	http://nif.dbpedia.org/wiki/en/Stephen_Ward?dbpv=2016-10&nif=word&char=69,78
3648	Stephen Ward	Occupation	Osteopath	Section	1	Kirksville College of Osteopathy and Surgery	partial	Ward attended Canford School as a boarder, where he was unjustly punished for an assault on a fellow-pupil after refusing to name the real culprit. This experience left a longstanding mark. Somewhat lazy and a regular underachiever, he had few realistic career choices when he left Canford in 1929.He moved to London, where he worked for a few months as a carpet salesman in Houndsditch before an uncle found him a job in Hamburg as a translator in the German branch of Shell Oil. After a year, he left the Hamburg job for Paris and registered for a course at the Sorbonne, while eking out a living as a tour guide. He returned briefly to Torquay in 1932 before moving again to London where he worked as a tea salesman. In 1934, he was persuaded by his mother to seek qualification as an osteopath, by studying at the Kirksville College of Osteopathy and Surgery	http://nif.dbpedia.org/wiki/en/Stephen_Ward?dbpv=2016-10&nif=phrase&char=3978,4022
3648	Stephen Ward	Occupation	Osteopath	Section	1	osteopath	exact	Ward attended Canford School as a boarder, where he was unjustly punished for an assault on a fellow-pupil after refusing to name the real culprit. This experience left a longstanding mark. Somewhat lazy and a regular underachiever, he had few realistic career choices when he left Canford in 1929.He moved to London, where he worked for a few months as a carpet salesman in Houndsditch before an uncle found him a job in Hamburg as a translator in the German branch of Shell Oil. After a year, he left the Hamburg job for Paris and registered for a course at the Sorbonne, while eking out a living as a tour guide. He returned briefly to Torquay in 1932 before moving again to London where he worked as a tea salesman. In 1934, he was persuaded by his mother to seek qualification as an osteopath	http://nif.dbpedia.org/wiki/en/Stephen_Ward?dbpv=2016-10&nif=word&char=3948,3957
3652	Tim Schafer	Occupation	Designer	Abstract	0	computer game designer	partial	Timothy John "Tim" Schafer (born July 26, 1967) is an American computer game designer	http://nif.dbpedia.org/wiki/en/Tim_Schafer?dbpv=2016-10&nif=phrase&char=63,85
3653	Tom Selleck	Occupation	Actor	Section	3	Outstanding Lead Actor in a Drama Series	partial	 *  Golden Apple Awards – 1982 Male Star of the year  *  Golden Apple Awards – 1983 Male Star of the year  *  People's Choice Award – 1984 Favorite Male TV Performer  *  Emmy Award (1984) – Outstanding Lead Actor in a Drama Series	http://nif.dbpedia.org/wiki/en/Tom_Selleck?dbpv=2016-10&nif=phrase&char=11449,11489
3653	Tom Selleck	Occupation	Actor	Section	3	Best Performance by an Actor in a TV-Series-Drama	partial	 *  Golden Apple Awards – 1982 Male Star of the year  *  Golden Apple Awards – 1983 Male Star of the year  *  People's Choice Award – 1984 Favorite Male TV Performer  *  Emmy Award (1984) – Outstanding Lead Actor in a Drama Series  *  People's Choice Award – 1985 Favorite Male TV Performer  *  People's Choice Award – 1985 Favorite All-Round Male Entertainer  *  Golden Globe Award (1985) – Best Performance by an Actor in a TV-Series-Drama	http://nif.dbpedia.org/wiki/en/Tom_Selleck?dbpv=2016-10&nif=phrase&char=11651,11700
3653	Tom Selleck	Occupation	Actor	Abstract	0	actor	exact	Thomas William Selleck (born January 29, 1945) is an American actor	http://nif.dbpedia.org/wiki/en/Tom_Selleck?dbpv=2016-10&nif=word&char=62,67
3654	Tony Blackburn	Occupation	Jockey	Abstract	0	disc jockey	partial	Antony Kenneth "Tony" Blackburn (born 29 January 1943) is an English disc jockey	http://nif.dbpedia.org/wiki/en/Tony_Blackburn?dbpv=2016-10&nif=phrase&char=69,80
3655	Walter Koenig	Occupation	Actor	Section	2.2	Best Supporting Actor in a Film	partial	He received Saturn Award nominations for Best Supporting Actor in a Film	http://nif.dbpedia.org/wiki/en/Walter_Koenig?dbpv=2016-10&nif=phrase&char=4352,4383
3655	Walter Koenig	Occupation	Actor	Section	2.3	Actor	exact	Koenig's film, stage, and TV roles span fifty years. He has played roles ranging from a teenage gang leader (Alfred Hitchcock Presents) to Scandinavian fiance Gunnar in the Gidget episode entitled "Gidget's Foreign Policy": COMBAT! s.1 ep.12: "The Prisoner" (1962) Minor role as soldier on guard duty, to a Las Vegas entertainer (I Spy), and a minor role in the TV series Mannix, in a 1968 episode called "Delayed Action". He also had a short role in the 1976 Columbo episode "Fade in to Murder". He returned to space with a starring role in Moontrap and played a futuristic dictator in the video game Maximum Surge. The game was later cancelled, but considerable footage from it was recycled for the film Game Over, with Koenig's dialogue dubbed over in order to retrofit his performance into the role of a computer hard drive. During the early 90's he starred in a touring production of the play "The Boys in Autumn", playing a middle aged Tom Sawyer, who reunites with childhood friend Huckleberry Finn. Fellow Trek actor Mark Lenard played Finn. In addition to acting, he has written several films (Actor	http://nif.dbpedia.org/wiki/en/Walter_Koenig?dbpv=2016-10&nif=word&char=6661,6666
3658	Albert Jean Amateau	Occupation	Rabbi	Abstract	0	rabbi	exact	Albert Jean Amateau (April 20, 1889 – February 9, 1996) was a Turkish rabbi	http://nif.dbpedia.org/wiki/en/Albert_Jean_Amateau?dbpv=2016-10&nif=word&char=70,75
3662	Anne Michaels	Occupation	Poet	Abstract	0	poet laureate	partial	Anne Michaels (born 15 April 1958) is a Canadian poet and novelist. Michaels is the current poet laureate	http://nif.dbpedia.org/wiki/en/Anne_Michaels?dbpv=2016-10&nif=phrase&char=92,105
3662	Anne Michaels	Occupation	Poet	Section	3	Griffin Poetry Prize	partial	 *  The Weight of Oranges (1986)  *  Miners Pond (1991)  *  Skin Divers (1999)  *  Poems (2000)  *  Correspondences (2013) (shortlisted for the 2014 Griffin Poetry Prize	http://nif.dbpedia.org/wiki/en/Anne_Michaels?dbpv=2016-10&nif=phrase&char=1806,1826
3662	Anne Michaels	Occupation	Poet	Section	2	poet laureate	partial	In October 2015, Michaels was named as the new poet laureate	http://nif.dbpedia.org/wiki/en/Anne_Michaels?dbpv=2016-10&nif=phrase&char=1564,1577
3663	Barry Sonnenfeld	Occupation	Filmmaker	Abstract	0	filmmaker	exact	Barry Sonnenfeld (born April 1, 1953) is an American filmmaker	http://nif.dbpedia.org/wiki/en/Barry_Sonnenfeld?dbpv=2016-10&nif=word&char=53,62
3667	Gregory Hines	Occupation	Dancer	Abstract	0	dancer	exact	Gregory Oliver Hines (February 14, 1946 – August 9, 2003) was an American dancer	http://nif.dbpedia.org/wiki/en/Gregory_Hines?dbpv=2016-10&nif=word&char=74,80
3668	Jennifer Jason Leigh	Occupation	Actress	Abstract	0	Academy Award for Best Supporting Actress	partial	In 2002, Leigh appeared in the crime-drama Road to Perdition. In 2007, she starred in Margot at the Wedding, which was directed by her then-husband, Noah Baumbach. She had a recurring role on the Showtime television series Weeds as Jill Price-Gray. In 2015, she received critical acclaim for her voice-work as Lisa in Charlie Kaufman's Anomalisa, and for her role as Daisy Domergue in Quentin Tarantino's The Hateful Eight, for which she was nominated for the Golden Globe, Critic's Choice, BAFTA and the Academy Award for Best Supporting Actress	http://nif.dbpedia.org/wiki/en/Jennifer_Jason_Leigh?dbpv=2016-10&nif=phrase&char=1538,1579
3668	Jennifer Jason Leigh	Occupation	Actress	Section	2.3	Best Supporting Actress	partial	In 2015, Leigh starred in Quentin Tarantino's The Hateful Eight (2015). The film, a Western set in Wyoming after the Civil War, was released on December 25. Leigh, along with the rest of the cast, appeared at Comic-Con to promote the film in July 2015. Leigh's performance has received multiple award nominations at various award ceremonies, including her third Golden Globe nomination for Best Supporting Actress in a Motion Picture, her first BAFTA Award nomination for Best Actress in a Supporting Role and her first Academy Award nomination for Best Supporting Actress	http://nif.dbpedia.org/wiki/en/Jennifer_Jason_Leigh?dbpv=2016-10&nif=phrase&char=10500,10523
3668	Jennifer Jason Leigh	Occupation	Actress	Section	2.3	Best Supporting Actress in a Motion Picture	partial	In 2015, Leigh starred in Quentin Tarantino's The Hateful Eight (2015). The film, a Western set in Wyoming after the Civil War, was released on December 25. Leigh, along with the rest of the cast, appeared at Comic-Con to promote the film in July 2015. Leigh's performance has received multiple award nominations at various award ceremonies, including her third Golden Globe nomination for Best Supporting Actress in a Motion Picture	http://nif.dbpedia.org/wiki/en/Jennifer_Jason_Leigh?dbpv=2016-10&nif=phrase&char=10341,10384
3668	Jennifer Jason Leigh	Occupation	Actress	Section	2.3	Best Actress in a Supporting Role	partial	In 2015, Leigh starred in Quentin Tarantino's The Hateful Eight (2015). The film, a Western set in Wyoming after the Civil War, was released on December 25. Leigh, along with the rest of the cast, appeared at Comic-Con to promote the film in July 2015. Leigh's performance has received multiple award nominations at various award ceremonies, including her third Golden Globe nomination for Best Supporting Actress in a Motion Picture, her first BAFTA Award nomination for Best Actress in a Supporting Role	http://nif.dbpedia.org/wiki/en/Jennifer_Jason_Leigh?dbpv=2016-10&nif=phrase&char=10423,10456
3668	Jennifer Jason Leigh	Occupation	Actress	Section	2.3	Genie Award for Best Performance by an Actress in a Supporting Role	partial	Leigh had a brief role as a doomed gangster's wife in Sam Mendes's Road to Perdition (2002) and costarred as Meg Ryan's brutally murdered sister in Jane Campion's erotic thriller In the Cut (2003). After a long period of avoiding prostitute roles, she played alongside Christian Bale as his prostitute girlfriend in the thriller The Machinist (2004). Mick LaSalle of the San Francisco Chronicle commented that "As the downtrodden, sexy, trusting and quietly funny prostitute, Leigh is, of course, in her element". Her performance as a manipulative stage mother in Don McKellar's film Childstar won her a Genie Award for Best Performance by an Actress in a Supporting Role	http://nif.dbpedia.org/wiki/en/Jennifer_Jason_Leigh?dbpv=2016-10&nif=phrase&char=8871,8938
3668	Jennifer Jason Leigh	Occupation	Actress	Section	2.2	New York Film Critics Circle Award for Best Supporting Actress	partial	In 1990, Leigh made a significant career breakthrough when she was awarded New York Film Critics Circle Award for Best Supporting Actress	http://nif.dbpedia.org/wiki/en/Jennifer_Jason_Leigh?dbpv=2016-10&nif=phrase&char=4473,4535
3668	Jennifer Jason Leigh	Occupation	Actress	Section	2.2	Boston Society of Film Critics Award for Best Supporting Actress	partial	In 1990, Leigh made a significant career breakthrough when she was awarded New York Film Critics Circle Award for Best Supporting Actress and the Boston Society of Film Critics Award for Best Supporting Actress	http://nif.dbpedia.org/wiki/en/Jennifer_Jason_Leigh?dbpv=2016-10&nif=phrase&char=4544,4608
