2878	Wyatt Russell	Parents	Kurt Russell	Section	1	Kurt Russell	exact	Russell was born in Los Angeles. He is the son of actors Kurt Russell	http://nif.dbpedia.org/wiki/en/Wyatt_Russell?dbpv=2016-10&nif=phrase&char=174,186
2883	Olaf II of Denmark	Parents	Margaret I of Denmark	Abstract	0	Margaret I of Denmark	exact	Olaf II Haakonsson (1370 – 23 August 1387) was king of Denmark as Olaf II (1376–1387) and king of Norway as Olaf IV (1380–1387). Olaf was son of King Haakon VI of Norway and the grandson of King Magnus IV of Sweden. His mother was Queen Margaret I of Denmark	http://nif.dbpedia.org/wiki/en/Olaf_II_of_Denmark?dbpv=2016-10&nif=phrase&char=237,258
2884	Cecilia of Normandy	Parents	Matilda of Flanders	Abstract	0	Matilda of Flanders	exact	Cecilia of Normandy (or Cecily; c. 1056 – 30 July 1126) is thought to be the eldest daughter of William the Conqueror and Matilda of Flanders	http://nif.dbpedia.org/wiki/en/Cecilia_of_Normandy?dbpv=2016-10&nif=phrase&char=122,141
2885	Grand Duchess Maria Nikolaevna of Russia (1899–1918)	Parents	Nicholas II of Russia	Abstract	0	Nicholas II of Russia	exact	Grand Duchess Maria Nikolaevna of Russia (Maria Nikolaevna Romanova; Russian: Великая Княжна Мария Николаевна, June 26 [O.S. June 14] 1899 – July 17, 1918) was the third daughter of Tsar Nicholas II of Russia	http://nif.dbpedia.org/wiki/en/Grand_Duchess_Maria_Nikolaevna_of_Russia_(1899–1918)?dbpv=2016-10&nif=phrase&char=187,208
2886	Louis X of France	Parents	Philip IV of France	Section	1	Philip IV of France	exact	Louis was born in Paris, the eldest son of Philip IV of France	http://nif.dbpedia.org/wiki/en/Louis_X_of_France?dbpv=2016-10&nif=phrase&char=1318,1337
2886	Louis X of France	Parents	Philip IV of France	Abstract	0	Philip IV of France	exact	Louis was the eldest son of Philip IV of France	http://nif.dbpedia.org/wiki/en/Louis_X_of_France?dbpv=2016-10&nif=phrase&char=331,350
2888	John II of France	Parents	Philip VI of France	Section	1	Philip VI of France	exact	John was nine years old when his father had himself crowned as Philip VI of France	http://nif.dbpedia.org/wiki/en/John_II_of_France?dbpv=2016-10&nif=phrase&char=1378,1397
2889	Robert III of Artois	Parents	Philip of Artois	Section	1	Philip of Artois	exact	Robert was the son of Philip of Artois	http://nif.dbpedia.org/wiki/en/Robert_III_of_Artois?dbpv=2016-10&nif=phrase&char=346,362
2890	Bonne of Artois	Parents	Philip of Artois, Count of Eu	Abstract	0	Philip of Artois, Count of Eu	exact	Bonne of Artois (1396 – 17 September 1425, Dijon) was the daughter of Philip of Artois, Count of Eu	http://nif.dbpedia.org/wiki/en/Bonne_of_Artois?dbpv=2016-10&nif=phrase&char=70,99
2892	Robert I, Duke of Burgundy	Parents	Robert II of France	Abstract	0	Robert II of France	exact	Robert I of Burgundy (1011 – 18 March 1076), known as Robert the Old and "Tete-Hardi", was Duke of Burgundy from 1032 to his death. Robert was son of King Robert II of France	http://nif.dbpedia.org/wiki/en/Robert_I,_Duke_of_Burgundy?dbpv=2016-10&nif=phrase&char=155,174
2894	Robert III of Scotland	Parents	Robert II of Scotland	Section	6	Robert II of Scotland	exact	 *  The Fair Maid of Perth (1828) by Walter Scott. The novel covers events from 1396 to 1402, depicting "Scottish Clan feuds" and other disturbances in Robert III's reign. Robert III himself, David Stewart, Duke of Rothesay, and Robert Stewart, Duke of Albany are prominently depicted. Archibald the Grim, Earl of Douglas stands out among the secondary characters.  *  The Lords of Misrule (1976) by Nigel Tranter. Covers events from c. 1388 to 1390. Depicting the last years of Robert II of Scotland	http://nif.dbpedia.org/wiki/en/Robert_III_of_Scotland?dbpv=2016-10&nif=phrase&char=25383,25404
2895	KC Concepcion	Parents	Sharon Cuneta	Section	1	Sharon Cuneta	exact	Concepción is the daughter of singer-actress Sharon Cuneta	http://nif.dbpedia.org/wiki/en/KC_Concepcion?dbpv=2016-10&nif=phrase&char=273,286
2896	John II Casimir Vasa	Parents	Sigismund III Vasa	Abstract	0	Sigismund III Vasa	exact	John II Casimir (Polish: Jan II Kazimierz Waza; German: Johann II. Kasimir Wasa; Lithuanian: Jonas Kazimieras Vaza; 22 March 1609 – 16 December 1672) was King of Poland and Grand Duke of Lithuania during the era of the Polish–Lithuanian Commonwealth, Duke of Opole in Upper Silesia, and titular King of Sweden 1648–1660. In Poland, he is known and commonly referred as Jan Kazimierz. His parents were Sigismund III Vasa	http://nif.dbpedia.org/wiki/en/John_II_Casimir_Vasa?dbpv=2016-10&nif=phrase&char=401,419
2899	Annia Faustina	Parents	Tiberius Claudius Severus Proculus	Section	1	Tiberius Claudius Severus Proculus	exact	Annia Aurelia Faustina is an ancient Roman noblewoman who has been scarcely noticed by ancient and modern Roman historians. She was of noble descent, daughter and only child of the wealthy heiress Annia Faustina and the Roman Senator, consul Tiberius Claudius Severus Proculus	http://nif.dbpedia.org/wiki/en/Annia_Faustina?dbpv=2016-10&nif=phrase&char=466,500
2900	Drusus Julius Caesar	Parents	Vipsania Agrippina	Abstract	0	Vipsania Agrippina	exact	Nero Claudius Drusus, later Drusus Julius Caesar (adoptive name; 14 BC – 14 September AD 23), was the only child of Roman Emperor Tiberius and his first wife, Vipsania Agrippina	http://nif.dbpedia.org/wiki/en/Drusus_Julius_Caesar?dbpv=2016-10&nif=phrase&char=159,177
2902	Francis Trevithick	Parents	Richard Trevithick	Section	1	Richard Trevithick	exact	Born in 1812 as the son of Richard Trevithick	http://nif.dbpedia.org/wiki/en/Francis_Trevithick?dbpv=2016-10&nif=phrase&char=168,186
2903	Adolf III of Holstein	Parents	Adolf II of Holstein	Section	1	Adolf II of Holstein-Wagria	partial	Adolf III was the only son of Count Adolf II of Holstein-Wagria	http://nif.dbpedia.org/wiki/en/Adolf_III_of_Holstein?dbpv=2016-10&nif=phrase&char=315,342
2904	Christian III, Count Palatine of Zweibrücken	Parents	Christian II, Count Palatine of Zweibrücken-Birkenfeld	Section	1	Christian II, Count Palatine of Zweibrücken-Birkenfeld	exact	Christian was born in Strasbourg in 1674. He was the only son of Christian II, Count Palatine of Zweibrücken-Birkenfeld	http://nif.dbpedia.org/wiki/en/Christian_III,_Count_Palatine_of_Zweibrücken?dbpv=2016-10&nif=phrase&char=688,742
2905	Algirdas	Parents	Gediminas	Section	1	Gediminas	exact	Algirdas was one of the seven sons of Grand Prince Gediminas	http://nif.dbpedia.org/wiki/en/Algirdas?dbpv=2016-10&nif=word&char=516,525
2906	Matthew Shepard	Parents	Judy Shepard	Section	6	Judy Shepard	exact	In the years following Shepard's death, his mother Judy Shepard	http://nif.dbpedia.org/wiki/en/Matthew_Shepard?dbpv=2016-10&nif=phrase&char=17831,17843
2906	Matthew Shepard	Parents	Judy Shepard	Abstract	0	Judy Shepard	exact	Shepard's murder brought national and international attention to hate crime legislation at the state and federal levels. In October 2009, the United States Congress passed the Matthew Shepard and James Byrd, Jr. Hate Crimes Prevention Act (commonly the "Matthew Shepard Act" or "Shepard/Byrd Act" for short), and on October 28, 2009, President Barack Obama signed the legislation into law. Following her son's murder, Matthew's mother Judy Shepard	http://nif.dbpedia.org/wiki/en/Matthew_Shepard?dbpv=2016-10&nif=phrase&char=1656,1668
2908	Katherine Stanhope, Countess of Chesterfield	Parents	Thomas Wotton, 2nd Baron Wotton	Abstract	0	Thomas Wotton, 2nd Baron Wotton	exact	She was the older daughter of Thomas Wotton, 2nd Baron Wotton	http://nif.dbpedia.org/wiki/en/Katherine_Stanhope,_Countess_of_Chesterfield?dbpv=2016-10&nif=phrase&char=168,199
2909	Gustav IV Adolf of Sweden	Parents	Gustav III of Sweden	Abstract	0	Gustav III of Sweden	exact	Gustav IV Adolf or Gustav IV Adolph (1 November 1778 – 7 February 1837) was King of Sweden from 1792 until his abdication in 1809. He was the son of Gustav III of Sweden	http://nif.dbpedia.org/wiki/en/Gustav_IV_Adolf_of_Sweden?dbpv=2016-10&nif=phrase&char=149,169
2910	Jeff Wadlow	Parents	Emily Couric	Section	1	Emily Couric	exact	Wadlow was born in Arlington, Virginia, the son of Emily Couric	http://nif.dbpedia.org/wiki/en/Jeff_Wadlow?dbpv=2016-10&nif=phrase&char=264,276
2912	John III, Duke of Cleves	Parents	John II, Duke of Cleves	Abstract	0	John II, Duke of Cleves	exact	John III the Peaceful, Duke of Cleves and Count of Mark (John III, Duke of Cleves; John I, Duke of Jülich-Berg; German: Johann III der Friedfertige, Herzog von Jülich-Kleve-Berg; 10 November 1490 – 6 February 1538/9) was a son of John II, Duke of Cleves	http://nif.dbpedia.org/wiki/en/John_III,_Duke_of_Cleves?dbpv=2016-10&nif=phrase&char=230,253
2913	Emma Livry	Parents	Charles de Chassiron	Section	1	Charles de Chassiron	exact	Livry was the illegitimate daughter of Célestine Emarot, a ballet dancer, and Baron Charles de Chassiron	http://nif.dbpedia.org/wiki/en/Emma_Livry?dbpv=2016-10&nif=phrase&char=389,409
2915	Queen Máxima of the Netherlands	Parents	Jorge Zorreguieta	Section	1	Jorge Zorreguieta	exact	Máxima Zorreguieta Cerruti was born in Buenos Aires, Argentina, on 17 May 1971. Queen Máxima is the daughter of Jorge Zorreguieta	http://nif.dbpedia.org/wiki/en/Queen_Máxima_of_the_Netherlands?dbpv=2016-10&nif=phrase&char=467,484
2916	Dorothy Bush Koch	Parents	Barbara Bush	Abstract	0	Barbara Bush	exact	Dorothy Walker Bush Koch, often called "Doro", (born August 18, 1959) is an American author and philanthropist. She is the daughter of the 41st President of the United States George H. W. Bush and former First Lady Barbara Bush	http://nif.dbpedia.org/wiki/en/Dorothy_Bush_Koch?dbpv=2016-10&nif=phrase&char=215,227
2916	Dorothy Bush Koch	Parents	Barbara Bush	Section	1	Barbara Bush	exact	Dorothy Walker Bush was born on August 18, 1959 in Harris County, Texas. Her father, George H. W. Bush, served as the 41st President of the United States and her mother, Barbara Bush	http://nif.dbpedia.org/wiki/en/Dorothy_Bush_Koch?dbpv=2016-10&nif=phrase&char=475,487
2916	Dorothy Bush Koch	Parents	Barbara Bush	Section	2	Barbara Bush Foundation for Family Literacy	partial	She serves as an event-organizer and fundraiser for charities and other non-profit organizations. She currently serves as co-chair of the Barbara Bush Foundation for Family Literacy	http://nif.dbpedia.org/wiki/en/Dorothy_Bush_Koch?dbpv=2016-10&nif=phrase&char=1452,1495
2918	Dayna Cussler	Parents	Clive Cussler	Abstract	0	Clive Cussler	exact	Dayna Gayle Cussler is an American film producer, screenwriter, costume designer, and film actress. She is also the daughter of adventurer and novelist Clive Cussler	http://nif.dbpedia.org/wiki/en/Dayna_Cussler?dbpv=2016-10&nif=phrase&char=152,165
2919	Infanta Cristina of Spain	Parents	Queen Sofía of Spain	Abstract	0	Queen Sofía of Spain	exact	Infanta Cristina of Spain (Cristina Federica Victoria Antonia de la Santísima Trinidad de Borbón y de Grecia, born 13 June 1965) is the younger daughter of King Juan Carlos I and Queen Sofía of Spain	http://nif.dbpedia.org/wiki/en/Infanta_Cristina_of_Spain?dbpv=2016-10&nif=phrase&char=179,199
2921	Berengaria of Castile	Parents	Alfonso VIII of Castile	Section	1	Alfonso VIII of Castile	exact	Berengaria was born either in 1179 or 1180, in Burgos. She was the eldest daughter of King Alfonso VIII of Castile	http://nif.dbpedia.org/wiki/en/Berengaria_of_Castile?dbpv=2016-10&nif=phrase&char=1377,1400
2921	Berengaria of Castile	Parents	Alfonso VIII of Castile	Abstract	0	Alfonso VIII of Castile	exact	Berengaria (Castilian: Berenguela; 1179 or 1180 – 8 November 1246) was queen regnant of Castile in 1217 and queen consort of León from 1197 to 1204. As the eldest child and heir presumptive of Alfonso VIII of Castile	http://nif.dbpedia.org/wiki/en/Berengaria_of_Castile?dbpv=2016-10&nif=phrase&char=292,315
2922	Daniel Day-Lewis	Parents	Cecil Day-Lewis	Section	1	Cecil Day-Lewis	exact	Day-Lewis was born in Kensington, London, the son of poet Cecil Day-Lewis	http://nif.dbpedia.org/wiki/en/Daniel_Day-Lewis?dbpv=2016-10&nif=phrase&char=2134,2149
2922	Daniel Day-Lewis	Parents	Cecil Day-Lewis	Section	3	Cecil Day-Lewis	exact	On 15 July 2010, Day-Lewis received an honorary doctorate in letters from the University of Bristol, in part because of his attendance of the Bristol Old Vic Theatre School in his youth. Day-Lewis has stated that he had "no real religious education" and that he "suppose[s]" he is "a die-hard agnostic". In October 2012, he donated to Oxford University papers belonging to his father, the poet Cecil Day-Lewis	http://nif.dbpedia.org/wiki/en/Daniel_Day-Lewis?dbpv=2016-10&nif=phrase&char=18888,18903
2923	Henry FitzClarence	Parents	Dorothea Jordan	Abstract	0	Dorothea Jordan	exact	Henry Edward FitzClarence (27 March 1795 – September 1817), was the second eldest illegitimate son of William IV by his longtime mistress Dorothea Jordan	http://nif.dbpedia.org/wiki/en/Henry_FitzClarence?dbpv=2016-10&nif=phrase&char=138,153
2924	Khosrow II	Parents	Hormizd IV	Abstract	0	Hormizd IV	exact	Khosrow II (Chosroes II in classical sources; Middle Persian: Husrō(y)), entitled "Aparvēz" ("The Victorious"), also Khusraw Parvēz (New Persian: خسرو پرویز), was the last great king of the Sasanian Empire, reigning from 590 to 628. He was the son of Hormizd IV	http://nif.dbpedia.org/wiki/en/Khosrow_II?dbpv=2016-10&nif=phrase&char=251,261
2924	Khosrow II	Parents	Hormizd IV	Section	1.1	Hormizd IV	exact	Khosrow II was born around 570; his father was Hormizd IV	http://nif.dbpedia.org/wiki/en/Khosrow_II?dbpv=2016-10&nif=phrase&char=1881,1891
2924	Khosrow II	Parents	Hormizd IV	Section	5	Hormizd IV	exact	Khosrow was the son of Hormizd IV	http://nif.dbpedia.org/wiki/en/Khosrow_II?dbpv=2016-10&nif=phrase&char=18004,18014
2925	Hayley Mills	Parents	John Mills	Section	3	Sir John Mills' Moving Memories	partial	Mills recalled her childhood in the 2000 documentary film Sir John Mills' Moving Memories	http://nif.dbpedia.org/wiki/en/Hayley_Mills?dbpv=2016-10&nif=phrase&char=5957,5988
2925	Hayley Mills	Parents	John Mills	Abstract	0	John Mills	exact	Hayley Catherine Rose Vivien Mills (born 18 April 1946) is an English actress. The daughter of Sir John Mills	http://nif.dbpedia.org/wiki/en/Hayley_Mills?dbpv=2016-10&nif=phrase&char=99,109
2925	Hayley Mills	Parents	John Mills	Section	1	Sir John Mills	partial	Mills was born in Marylebone, London. She was 12 when she was discovered by J. Lee Thompson, who was initially looking for a boy to play the lead role in Tiger Bay, which co-starred her father, veteran British actor Sir John Mills	http://nif.dbpedia.org/wiki/en/Hayley_Mills?dbpv=2016-10&nif=phrase&char=1262,1276
2925	Hayley Mills	Parents	John Mills	Section	1	John Mills	exact	In addition to her Disney films, Mills starred in several other films, notably Whistle Down the Wind, 1961 (based on the book of the same title written by her mother, Mary Hayley Bell), with Alan Bates, The Truth About Spring (with her father, John Mills	http://nif.dbpedia.org/wiki/en/Hayley_Mills?dbpv=2016-10&nif=phrase&char=2958,2968
2926	Khosrow I	Parents	Kavadh I	Abstract	0	Kavadh I	exact	Khosrow I (also known as Chosroes I and Kasra in classical sources; 501–579, most commonly known in Persian as Anushiruwān "the immortal soul"; Persian: انوشيروان), also known as Anushiruwan the Just (انوشيروان دادگر, Anushiruwān-e-dādgar), was the King of Kings (Shahanshah) of the Sasanian Empire from 531 to 579. He was the successor of his father Kavadh I	http://nif.dbpedia.org/wiki/en/Khosrow_I?dbpv=2016-10&nif=phrase&char=351,359
2927	John III of Sweden	Parents	Margaret Leijonhufvud	Abstract	0	Margaret Leijonhufvud	exact	John III (Swedish: Johan III, Finnish: Juhana III) (20 December 1537 – 17 November 1592) was King of Sweden from 1568 until his death. He was the son of King Gustav I of Sweden and his second wife Margaret Leijonhufvud	http://nif.dbpedia.org/wiki/en/John_III_of_Sweden?dbpv=2016-10&nif=phrase&char=197,218
2928	Juliana of the Netherlands	Parents	Prince Henry, Duke of Mecklenburg-Schwerin	Section	1	Prince Henry, Duke of Mecklenburg-Schwerin	exact	Juliana was born in The Hague on 30 April 1909, the only daughter of Queen Wilhelmina of the Netherlands and Prince Henry, Duke of Mecklenburg-Schwerin	http://nif.dbpedia.org/wiki/en/Juliana_of_the_Netherlands?dbpv=2016-10&nif=phrase&char=552,594
2929	Lucy Briers	Parents	Richard Briers	Section	1	Richard Briers	exact	Born in Hammersmith, London, Briers is the daughter of the actor Richard Briers	http://nif.dbpedia.org/wiki/en/Lucy_Briers?dbpv=2016-10&nif=phrase&char=269,283
2930	Otto von Habsburg	Parents	Zita of Bourbon-Parma	Abstract	0	Zita of Bourbon-Parma	exact	The eldest son of Charles I and IV, the last Emperor of Austria and King of Hungary, and his wife, Zita of Bourbon-Parma	http://nif.dbpedia.org/wiki/en/Otto_von_Habsburg?dbpv=2016-10&nif=phrase&char=775,796
2932	John VII Palaiologos	Parents	Andronikos IV Palaiologos	Section	1	Andronikos IV Palaiologos	exact	John VII Palaiologos was the son of Emperor Andronikos IV Palaiologos	http://nif.dbpedia.org/wiki/en/John_VII_Palaiologos?dbpv=2016-10&nif=phrase&char=411,436
2933	Xianfeng Emperor	Parents	Daoguang Emperor	Section	1	Daoguang Emperor	exact	Yizhu was born in 1831 at the Old Summer Palace, eight kilometres northwest of Beijing. He was from the Manchu Aisin Gioro clan, and was the fourth son of the Daoguang Emperor	http://nif.dbpedia.org/wiki/en/Xianfeng_Emperor?dbpv=2016-10&nif=phrase&char=488,504
2933	Xianfeng Emperor	Parents	Daoguang Emperor	Section	5	Daoguang Emperor	exact	The Xianfeng Emperor's reign saw the continued decline of the Qing dynasty. Rebellions in the country, which began the first year of his reign, would not be quelled until well into the reign of the Tongzhi Emperor and resulted in millions of deaths. The Xianfeng Emperor also had to deal with the British and French and their ever growing appetite to expand trade further into China. The Xianfeng Emperor, like his father, the Daoguang Emperor	http://nif.dbpedia.org/wiki/en/Xianfeng_Emperor?dbpv=2016-10&nif=phrase&char=6375,6391
2937	Iseult Gonne	Parents	Maud Gonne	Abstract	0	Maud Gonne	exact	Iseult Lucille Germaine Gonne (6 August 1894 – 22 March 1954), was the daughter of Maud Gonne	http://nif.dbpedia.org/wiki/en/Iseult_Gonne?dbpv=2016-10&nif=phrase&char=83,93
2938	Changning (prince)	Parents	Shunzhi Emperor	Section	2	Shunzhi Emperor	exact	 *  Father: Shunzhi Emperor	http://nif.dbpedia.org/wiki/en/Changning_(prince)?dbpv=2016-10&nif=phrase&char=1441,1456
2938	Changning (prince)	Parents	Shunzhi Emperor	Abstract	0	Shunzhi Emperor	exact	(8 December 1657 – 20 July 1703), formally known as Prince Gong, was a Manchu prince of the Qing dynasty. He was born in the Aisin Gioro clan as the fifth son of the Shunzhi Emperor	http://nif.dbpedia.org/wiki/en/Changning_(prince)?dbpv=2016-10&nif=phrase&char=166,181
2939	Alfred Gwynne Vanderbilt I	Parents	Cornelius Vanderbilt II	Section	1	Cornelius Vanderbilt II	exact	Alfred was born in New York City, the third son of Cornelius Vanderbilt II	http://nif.dbpedia.org/wiki/en/Alfred_Gwynne_Vanderbilt_I?dbpv=2016-10&nif=phrase&char=257,280
2940	King Kang of Zhou	Parents	King Cheng of Zhou	Abstract	0	King Cheng of Zhou	exact	King Kang of Zhou (Chinese: 周康王; pinyin: Zhōu Kāng Wáng) or King K’ang of Chou was the third sovereign of the Chinese Zhou Dynasty and son of the King Cheng of Zhou	http://nif.dbpedia.org/wiki/en/King_Kang_of_Zhou?dbpv=2016-10&nif=phrase&char=146,164
2941	Bahadur Shah of Nepal	Parents	Prithvi Narayan Shah	Section	1	Prithvi Narayan Shah	exact	He accompanied his father King Prithvi Narayan Shah	http://nif.dbpedia.org/wiki/en/Bahadur_Shah_of_Nepal?dbpv=2016-10&nif=phrase&char=162,182
2941	Bahadur Shah of Nepal	Parents	Prithvi Narayan Shah	Abstract	0	Prithvi Narayan Shah	exact	Prince Bahadur Shah (Nepali: बहादुर शाह) was the younger son of King Prithvi Narayan Shah	http://nif.dbpedia.org/wiki/en/Bahadur_Shah_of_Nepal?dbpv=2016-10&nif=phrase&char=69,89
2943	Ulrika Eleonora, Queen of Sweden	Parents	Ulrika Eleonora of Denmark	Abstract	0	Ulrika Eleonora of Denmark	exact	She was the youngest child of King Charles XI and Ulrika Eleonora of Denmark	http://nif.dbpedia.org/wiki/en/Ulrika_Eleonora,_Queen_of_Sweden?dbpv=2016-10&nif=phrase&char=275,301
2944	Bianca Maria Visconti	Parents	Agnese del Maino	Section	1.1	Agnese del Maino	exact	Born near Settimo Pavese, Bianca Maria was the illegitimate daughter of Filippo Maria Visconti, Duke of Milan and last of the Visconti rulers, and Agnese del Maino	http://nif.dbpedia.org/wiki/en/Bianca_Maria_Visconti?dbpv=2016-10&nif=phrase&char=268,284
2945	George IV of Georgia	Parents	David Soslan	Section	1	David Soslan	exact	A son of Queen Regnant Tamar and her consort David Soslan	http://nif.dbpedia.org/wiki/en/George_IV_of_Georgia?dbpv=2016-10&nif=phrase&char=185,197
2946	Duke Kang of Qi	Parents	Duke Xuan of Qi	Section	1	Duke Xuan of Qi	exact	Duke Kang succeeded his father, Duke Xuan of Qi	http://nif.dbpedia.org/wiki/en/Duke_Kang_of_Qi?dbpv=2016-10&nif=phrase&char=374,389
2947	Eric III of Denmark	Parents	Hakon Sunnivasson	Section	1	Hakon Sunnivasson	exact	Eric was born on Funen. His mother was princess Ragnhild of Denmark, the daughter of late Eric I of Denmark, and his father the Danish nobleman Hakon Sunnivasson	http://nif.dbpedia.org/wiki/en/Eric_III_of_Denmark?dbpv=2016-10&nif=phrase&char=535,552
2948	Beyers Naudé	Parents	Jozua François Naudé	Section	1	Jozua François Naudé	exact	One of eight children, Beyers Naudé was born to Jozua François Naudé	http://nif.dbpedia.org/wiki/en/Beyers_Naudé?dbpv=2016-10&nif=phrase&char=330,350
2953	Françoise Dorléac	Parents	Renée Simonot	Abstract	0	Renée Simonot	exact	Françoise Dorléac (21 March 1942 – 26 June 1967) was a French actress. She was the daughter of screen actor Maurice Dorléac and Renée Simonot	http://nif.dbpedia.org/wiki/en/Françoise_Dorléac?dbpv=2016-10&nif=phrase&char=128,141
2954	John Montagu, 2nd Duke of Montagu	Parents	Ralph Montagu, 1st Duke of Montagu	Section	1	Ralph Montagu, 1st Duke of Montagu	exact	He was a son of Ralph Montagu, 1st Duke of Montagu	http://nif.dbpedia.org/wiki/en/John_Montagu,_2nd_Duke_of_Montagu?dbpv=2016-10&nif=phrase&char=197,231
2955	Xianfeng Emperor	Parents	Empress Xiaoquancheng	Section	1	Empress Xiaoquancheng	exact	Yizhu was born in 1831 at the Old Summer Palace, eight kilometres northwest of Beijing. He was from the Manchu Aisin Gioro clan, and was the fourth son of the Daoguang Emperor. His mother was the Noble Consort Quan, of the Manchu Niohuru clan, who was made Empress in 1834, and is known posthumously as Empress Xiaoquancheng	http://nif.dbpedia.org/wiki/en/Xianfeng_Emperor?dbpv=2016-10&nif=phrase&char=632,653
2956	Frederick I, Elector of Saxony	Parents	Frederick III, Landgrave of Thuringia	Section	1	Frederick III, Landgrave of Thuringia	exact	He was the eldest son of Frederick III, Landgrave of Thuringia	http://nif.dbpedia.org/wiki/en/Frederick_I,_Elector_of_Saxony?dbpv=2016-10&nif=phrase&char=396,433
2957	John VIII, Count of Vendôme	Parents	Louis, Count of Vendôme	Abstract	0	Louis, Count of Vendôme	exact	John VIII (1425 - 6 January 1477) was Count of Vendôme from 1466 until his death. A member of the House of Bourbon, he was the son and successor of Louis, Count of Vendôme	http://nif.dbpedia.org/wiki/en/John_VIII,_Count_of_Vendôme?dbpv=2016-10&nif=phrase&char=148,171
2960	Robert Lee (musician)	Parents	Lee Hoi-chuen	Section	1	Lee Hoi-chuen	exact	Lee's father, Lee Hoi-chuen	http://nif.dbpedia.org/wiki/en/Robert_Lee_(musician)?dbpv=2016-10&nif=phrase&char=260,273
2961	John Sigismund Vasa	Parents	Marie Louise Gonzaga	Abstract	0	Marie Louise Gonzaga	exact	John Sigismund Vasa (January 6, 1652, Warsaw - February 20, 1652, Warsaw) - Polish prince, the son of John II Casimir and Marie Louise Gonzaga	http://nif.dbpedia.org/wiki/en/John_Sigismund_Vasa?dbpv=2016-10&nif=phrase&char=122,142
2962	Jacqueline, Countess of Hainaut	Parents	William II, Duke of Bavaria	Section	1.1	William II, Duke of Bavaria	exact	She was the only daughter of William II, Duke of Bavaria	http://nif.dbpedia.org/wiki/en/Jacqueline,_Countess_of_Hainaut?dbpv=2016-10&nif=phrase&char=788,815
2964	John Davis (producer)	Parents	Barbara Davis	Section	1	Barbara Davis	exact	Davis was born and raised in Denver, Colorado, the son of Barbara Davis	http://nif.dbpedia.org/wiki/en/John_Davis_(producer)?dbpv=2016-10&nif=phrase&char=174,187
2965	Javed Jaffrey	Parents	Jagdeep	Section	1	Jagdeep	exact	Jaaved Jaaferi is known for donning various hats: actor, dancer, singer, choreographer, VJ, Emcee, ad filmmaker among others. He is the son of popular comedian, Jagdeep	http://nif.dbpedia.org/wiki/en/Javed_Jaffrey?dbpv=2016-10&nif=word&char=588,595
2965	Javed Jaffrey	Parents	Jagdeep	Abstract	0	Jagdeep	exact	Sayyid Ahamad Javed Jaffrey  (Hindi: जावेद जाफ़री, born 4 December 1963) is an Indian actor, voice actor, dancer, comedian, impressionist known for his work in several Bollywood films and Indian television shows. His father is the famous comedian Jagdeep	http://nif.dbpedia.org/wiki/en/Javed_Jaffrey?dbpv=2016-10&nif=word&char=247,254
2966	Ala ad-Din Tekish	Parents	Il-Arslan	Abstract	0	Il-Arslan	exact	Ala ad-Din Tekish (Persian: علاء الدين تكش; full name: Ala ad-Dunya wa ad-Din Abul Muzaffar Tekish ibn Il-Arslan) or Tekesh or Takesh was the Shah of Khwarezmian Empire from 1172 to 1200. He was the son of Il-Arslan	http://nif.dbpedia.org/wiki/en/Ala_ad-Din_Tekish?dbpv=2016-10&nif=word&char=206,215
2967	Archduchess Maria Theresa of Austria (1762–1770)	Parents	Princess Isabella of Parma	Section	1	Princess Isabella of Parma	exact	Maria Theresa's parents, Crown Prince Joseph (future Holy Roman Emperor) and Princess Isabella of Parma	http://nif.dbpedia.org/wiki/en/Archduchess_Maria_Theresa_of_Austria_(1762–1770)?dbpv=2016-10&nif=phrase&char=374,400
2968	Kraft, Prince of Hohenlohe-Langenburg	Parents	Princess Margarita of Greece and Denmark	Section	1	Princess Margarita of Greece and Denmark	exact	Kraft was born at Schwäbisch Hall, Germany, the first child of Gottfried, Prince of Hohenlohe-Langenburg (1897–1960) (son of Ernst II, Prince of Hohenlohe-Langenburg and Princess Alexandra of Saxe-Coburg and Gotha) and his wife, Princess Margarita of Greece and Denmark	http://nif.dbpedia.org/wiki/en/Kraft,_Prince_of_Hohenlohe-Langenburg?dbpv=2016-10&nif=phrase&char=532,572
2970	Suleiman ibn Qutulmish	Parents	Qutalmish	Abstract	0	Qutalmish	exact	Suleyman was the son of Qutalmish	http://nif.dbpedia.org/wiki/en/Suleiman_ibn_Qutulmish?dbpv=2016-10&nif=word&char=245,254
2971	Beatrix of Andechs-Merania	Parents	Beatrice II, Countess of Burgundy	Abstract	0	Beatrice II, Countess of Burgundy	exact	Beatrix was the daughter of Otto I, Duke of Merania and Beatrice II, Countess of Burgundy	http://nif.dbpedia.org/wiki/en/Beatrix_of_Andechs-Merania?dbpv=2016-10&nif=phrase&char=196,229
2974	Bonne of Artois	Parents	Marie, Duchess of Auvergne	Abstract	0	Marie, Duchess of Auvergne	exact	Bonne of Artois (1396 – 17 September 1425, Dijon) was the daughter of Philip of Artois, Count of Eu, and Marie, Duchess of Auvergne	http://nif.dbpedia.org/wiki/en/Bonne_of_Artois?dbpv=2016-10&nif=phrase&char=105,131
