0	Samuel Simons	CityOfResidence	Bridgeport, Connecticut	Section	1	Bridgeport, Connecticut	exact	He was born in Bridgeport, Connecticut	http://nif.dbpedia.org/wiki/en/Samuel_Simons?dbpv=2016-10&nif=phrase&char=271,294
1370	Shannyn Sossamon	CityOfResidence	Los Angeles	Section	1	Los Angeles	exact	Shannon Marie Kahololani Sossamon was born on October 3, 1978 in Honolulu, Hawaii, and was raised in Reno, Nevada. She is the daughter of Sherry Sossamon, a nurse, and Todd Lindberg. She has a younger sister, singer Jenny Lee Lindberg, who was born in 1981. Her parents divorced when she was five, and Sossamon and her sister were then raised by her mother, who married Randy Goldman, a salesman and manager of an auto dealership. Her maternal grandmother is of Hawaiian and Filipino descent, while the rest of her ancestry is English, German, Dutch, French, and Irish. Sossamon attended Galena High School in Reno, graduating in 1995. The day after her high school graduation, she relocated in Los Angeles	http://nif.dbpedia.org/wiki/en/Shannyn_Sossamon?dbpv=2016-10&nif=phrase&char=2504,2515
1370	Shannyn Sossamon	CityOfResidence	Los Angeles	Section	2.4	Los Angeles Times	partial	Sossamon starred in Monte Hellman's independent romantic thriller Road to Nowhere. Her role was Lauren Graham, a non-professional actress invited to star in a movie by a director who falls in love with her. Sossamon was the first person to be cast in the film after writer Steven Gaydos saw her in a restaurant rehearsing a scene with another person. Reluctant, Gaydos gave the actress his card saying, "I don't do this often, but I wonder if you or your agent would contact [director] Monte Hellman". The movie screened at the 67th Venice International Film Festival in September 2010, and received a very limited theatrical release in the U.S the following year. It generated mostly positive reactions from critics, with Sossamon's role gaining a similar response. Kevin Thomas, of Los Angeles Times	http://nif.dbpedia.org/wiki/en/Shannyn_Sossamon?dbpv=2016-10&nif=phrase&char=16554,16571
1370	Shannyn Sossamon	CityOfResidence	Los Angeles	Section	2.4	Los Angeles Times	partial	She was cast with Ashley Bell, Dominic Monaghan and Shawn Ashmore in the indie thriller The Day, which follows a group of people fighting to stay alive in a post-apocalyptic future. The picture premiered at the 2011 Toronto International Film Festival and later received a theatrical release in a limited run in August 2012. It received generally mixed or average reviews; while Los Angeles Times	http://nif.dbpedia.org/wiki/en/Shannyn_Sossamon?dbpv=2016-10&nif=phrase&char=17550,17567
1372	Avan Jogia	CityOfResidence	Los Angeles	Section	1.1	Los Angeles	exact	Until the age of 16, Jogia was a student at Killarney Secondary School. He left school during the 10th grade in order to pursue acting full-time; at this point in time, Jogia had already amassed a number of small television credits. By the age of 17, he moved to Los Angeles	http://nif.dbpedia.org/wiki/en/Avan_Jogia?dbpv=2016-10&nif=phrase&char=1591,1602
1374	Amy Jackson	CityOfResidence	Mumbai	Section	3	Mumbai	exact	According to the Daily Mail, Jackson "learnt about Bollywood by watching Shilpa Shetty in the reality show Big Brother". In 2012, she lived in Mumbai	http://nif.dbpedia.org/wiki/en/Amy_Jackson?dbpv=2016-10&nif=word&char=7054,7060
1375	Lisa MacLeod	CityOfResidence	Ottawa	Section	1	Ottawa City Councillor	partial	Macleod was born in New Glasgow, Nova Scotia. She went to St. Francis Xavier University where she obtain a degree in political science. She moved to Ottawa in 1998 with a goal of becoming involved in politics. She worked as an assistant to Ottawa City Councillor	http://nif.dbpedia.org/wiki/en/Lisa_MacLeod?dbpv=2016-10&nif=phrase&char=469,491
1376	Marc Godbout	CityOfResidence	Ottawa	Abstract	0	Ottawa—Orléans	partial	Marc Godbout (born June 8, 1951) is the former Canadian Member of Parliament (MP) for the Ottawa—Orléans	http://nif.dbpedia.org/wiki/en/Marc_Godbout?dbpv=2016-10&nif=word&char=90,104
1376	Marc Godbout	CityOfResidence	Ottawa	Abstract	0	University of Ottawa	partial	Born in Ottawa, Ontario, Godbout has a Master's degree in education from the University of Ottawa	http://nif.dbpedia.org/wiki/en/Marc_Godbout?dbpv=2016-10&nif=phrase&char=292,312
1376	Marc Godbout	CityOfResidence	Ottawa	Abstract	0	Ottawa	exact	Born in Ottawa	http://nif.dbpedia.org/wiki/en/Marc_Godbout?dbpv=2016-10&nif=word&char=223,229
1377	Peter Atkins	CityOfResidence	Oxford	Section	4.2	Oxford University Press	partial	 *  Atkins, Peter W.; Symons, M. C. R. (1967). The Structure of Inorganic Radicals. Amsterdam, New York: Elsevier Pub. Co. OCLC 543225.  *  Atkins, Peter W. (1991). Quanta: A Handbook of Concepts (2nd ed.). New York: Oxford University Press. ISBN 978-0-19-855573-5.  *  Atkins, Peter W. (1995). The Periodic Kingdom: A Journey Into the Land of the Chemical Elements. New York: BasicBooks. ISBN 978-0-7881-5518-5.  *  Atkins, Peter W.; Friedman, Ronald (2005). Molecular Quantum Mechanics (4th ed.). Oxford University Press. ISBN 0-19-927498-3.  *  Atkins, Peter W.; de Paula, Julio; Friedman, Ronald (2009). Quanta, Matter, and Change: A molecular approach to physical chemistry. New York: W. H. Freeman. ISBN 978-0-7167-6117-4.  *  Atkins, Peter W.; Shriver, D. F. (2010). Inorganic Chemistry (5th ed.). W. H. Freeman. ISBN 978-1-4292-1820-7.  *  Atkins, Peter W.; Jones, Loretta (2010). Chemical Principles: The Quest for Insight (5th ed.). New York: W. H. Freeman. ISBN 978-1-4292-1955-6.  *  Atkins, Peter W.; de Paula, Julio (2010). Physical Chemistry (9th ed.). Oxford University Press	http://nif.dbpedia.org/wiki/en/Peter_Atkins?dbpv=2016-10&nif=phrase&char=6876,6899
1377	Peter Atkins	CityOfResidence	Oxford	Section	4.2	Oxford University Press	partial	 *  Atkins, Peter W.; Symons, M. C. R. (1967). The Structure of Inorganic Radicals. Amsterdam, New York: Elsevier Pub. Co. OCLC 543225.  *  Atkins, Peter W. (1991). Quanta: A Handbook of Concepts (2nd ed.). New York: Oxford University Press. ISBN 978-0-19-855573-5.  *  Atkins, Peter W. (1995). The Periodic Kingdom: A Journey Into the Land of the Chemical Elements. New York: BasicBooks. ISBN 978-0-7881-5518-5.  *  Atkins, Peter W.; Friedman, Ronald (2005). Molecular Quantum Mechanics (4th ed.). Oxford University Press	http://nif.dbpedia.org/wiki/en/Peter_Atkins?dbpv=2016-10&nif=phrase&char=6307,6330
1377	Peter Atkins	CityOfResidence	Oxford	Abstract	0	University of Oxford	partial	Peter William Atkins FRSC (born 10 August 1940) is an English chemist and former Professor of Chemistry at the University of Oxford	http://nif.dbpedia.org/wiki/en/Peter_Atkins?dbpv=2016-10&nif=phrase&char=111,131
1377	Peter Atkins	CityOfResidence	Oxford	Section	1	Oxford	exact	Atkins studied chemistry there, obtaining a BSc degree in chemistry, and a PhD degree in 1964 for research into electron spin resonance spectroscopy, and other aspects of theoretical chemistry. Atkins then took a postdoctoral position at UCLA as a Harkness Fellow of the Commonwealth fund. He returned to Britain in 1965 as a fellow and tutor of Lincoln College, Oxford	http://nif.dbpedia.org/wiki/en/Peter_Atkins?dbpv=2016-10&nif=word&char=1080,1086
1377	Peter Atkins	CityOfResidence	Oxford	Section	1	Oxford University Scientific Society	partial	Atkins has lectured in quantum mechanics, quantum chemistry, and thermodynamics courses (up to graduate level) at the University of Oxford. He is a patron of the Oxford University Scientific Society	http://nif.dbpedia.org/wiki/en/Peter_Atkins?dbpv=2016-10&nif=phrase&char=1865,1901
1377	Peter Atkins	CityOfResidence	Oxford	Section	4.1	Oxford University Press	partial	 *  The Creation. W.H.Freeman & Co Ltd. 1981. ISBN 0-7167-1350-0.  *  The Second Law. Scientific American Books, an imprint of W. H. Freeman and Company. 1984. ISBN 0-7167-5004-X  *  Creation revisited. W.H.Freeman & Co Ltd. 1993. ISBN 0-7167-4500-3.  *  Second Law: Energy, Chaos, and Form. W.H.Freeman & Co Ltd. 1994. ISBN 0-7167-5005-8.  *  The Periodic Kingdom: A journey into the land of the chemical elements. BasicBooks. 1995. ISBN 0-465-07266-6.  *  Atkins' Molecules. Cambridge University Press. 2003. ISBN 0-521-53536-0.  *  Galileo's Finger: The Ten Great Ideas of Science. Oxford University Press. 2003. ISBN 0-19-860941-8.  *  Four Laws That Drive the Universe. Oxford University Press. 2007. ISBN 0-19-923236-9.  *  The Laws of Thermodynamics: A Very Short Introduction. Oxford University Press. 2010. ISBN 978-0-19-957219-9.  *  On Being: A scientist's exploration of the great questions of existence. Oxford University Press	http://nif.dbpedia.org/wiki/en/Peter_Atkins?dbpv=2016-10&nif=phrase&char=5360,5383
1377	Peter Atkins	CityOfResidence	Oxford	Section	4.1	Oxford University Press	partial	 *  The Creation. W.H.Freeman & Co Ltd. 1981. ISBN 0-7167-1350-0.  *  The Second Law. Scientific American Books, an imprint of W. H. Freeman and Company. 1984. ISBN 0-7167-5004-X  *  Creation revisited. W.H.Freeman & Co Ltd. 1993. ISBN 0-7167-4500-3.  *  Second Law: Energy, Chaos, and Form. W.H.Freeman & Co Ltd. 1994. ISBN 0-7167-5005-8.  *  The Periodic Kingdom: A journey into the land of the chemical elements. BasicBooks. 1995. ISBN 0-465-07266-6.  *  Atkins' Molecules. Cambridge University Press. 2003. ISBN 0-521-53536-0.  *  Galileo's Finger: The Ten Great Ideas of Science. Oxford University Press. 2003. ISBN 0-19-860941-8.  *  Four Laws That Drive the Universe. Oxford University Press. 2007. ISBN 0-19-923236-9.  *  The Laws of Thermodynamics: A Very Short Introduction. Oxford University Press. 2010. ISBN 978-0-19-957219-9.  *  On Being: A scientist's exploration of the great questions of existence. Oxford University Press. 2011. ISBN 0-19-960336-7.  *  Reactions: The private life of atoms. Oxford University Press	http://nif.dbpedia.org/wiki/en/Peter_Atkins?dbpv=2016-10&nif=phrase&char=5453,5476
1377	Peter Atkins	CityOfResidence	Oxford	Section	4.1	Oxford University Press	partial	 *  The Creation. W.H.Freeman & Co Ltd. 1981. ISBN 0-7167-1350-0.  *  The Second Law. Scientific American Books, an imprint of W. H. Freeman and Company. 1984. ISBN 0-7167-5004-X  *  Creation revisited. W.H.Freeman & Co Ltd. 1993. ISBN 0-7167-4500-3.  *  Second Law: Energy, Chaos, and Form. W.H.Freeman & Co Ltd. 1994. ISBN 0-7167-5005-8.  *  The Periodic Kingdom: A journey into the land of the chemical elements. BasicBooks. 1995. ISBN 0-465-07266-6.  *  Atkins' Molecules. Cambridge University Press. 2003. ISBN 0-521-53536-0.  *  Galileo's Finger: The Ten Great Ideas of Science. Oxford University Press	http://nif.dbpedia.org/wiki/en/Peter_Atkins?dbpv=2016-10&nif=phrase&char=5028,5051
1377	Peter Atkins	CityOfResidence	Oxford	Section	4.1	Oxford University Press	partial	 *  The Creation. W.H.Freeman & Co Ltd. 1981. ISBN 0-7167-1350-0.  *  The Second Law. Scientific American Books, an imprint of W. H. Freeman and Company. 1984. ISBN 0-7167-5004-X  *  Creation revisited. W.H.Freeman & Co Ltd. 1993. ISBN 0-7167-4500-3.  *  Second Law: Energy, Chaos, and Form. W.H.Freeman & Co Ltd. 1994. ISBN 0-7167-5005-8.  *  The Periodic Kingdom: A journey into the land of the chemical elements. BasicBooks. 1995. ISBN 0-465-07266-6.  *  Atkins' Molecules. Cambridge University Press. 2003. ISBN 0-521-53536-0.  *  Galileo's Finger: The Ten Great Ideas of Science. Oxford University Press. 2003. ISBN 0-19-860941-8.  *  Four Laws That Drive the Universe. Oxford University Press	http://nif.dbpedia.org/wiki/en/Peter_Atkins?dbpv=2016-10&nif=phrase&char=5118,5141
1378	Gerald Holton	CityOfResidence	Oxford	Section	1	School of Technology, City of Oxford	partial	Born 1922 in Berlin to Austrian parents, Holton grew up in Vienna, attending Humanistisches Gymnasium before emigrating to England in 1938 thanks to the Kindertransport. He received an electrical engineering certificate at the School of Technology, City of Oxford	http://nif.dbpedia.org/wiki/en/Gerald_Holton?dbpv=2016-10&nif=phrase&char=404,440
1379	Susannah Carr	CityOfResidence	Perth	Section	2	Perth	exact	Susannah's media career began in 1974 with ABC Radio in Perth	http://nif.dbpedia.org/wiki/en/Susannah_Carr?dbpv=2016-10&nif=word&char=947,952
1379	Susannah Carr	CityOfResidence	Perth	Section	3	Seven News Perth	partial	 *  Seven News Perth	http://nif.dbpedia.org/wiki/en/Susannah_Carr?dbpv=2016-10&nif=phrase&char=2430,2447
1379	Susannah Carr	CityOfResidence	Perth	Abstract	0	Perth	exact	Susannah Carr (21 July 1952) is a Western Australian television news presenter. Since 1985, Carr has co-presented Seven News in Perth	http://nif.dbpedia.org/wiki/en/Susannah_Carr?dbpv=2016-10&nif=word&char=128,133
1379	Susannah Carr	CityOfResidence	Perth	Section	5	7 Perth Profile	partial	 *  7 Perth Profile	http://nif.dbpedia.org/wiki/en/Susannah_Carr?dbpv=2016-10&nif=phrase&char=2493,2509
1380	Roger Kingdom	CityOfResidence	Pittsburgh	Section	1	University of Pittsburgh	partial	Born in Vienna, Georgia, an athlete of note Kingdom excelled at the high jump and discus in his formative years as well as being a noteworthy American football player. He attended the University of Pittsburgh	http://nif.dbpedia.org/wiki/en/Roger_Kingdom?dbpv=2016-10&nif=phrase&char=283,307
1380	Roger Kingdom	CityOfResidence	Pittsburgh	Section	1	Pittsburgh	exact	Born in Vienna, Georgia, an athlete of note Kingdom excelled at the high jump and discus in his formative years as well as being a noteworthy American football player. He attended the University of Pittsburgh originally on a football scholarship but excelled on the school's track team winning the NCAA outdoor national championship in the 110 meter hurdles in 1983 and the NCAA indoor national championship in the 55 meter hurdles in 1984. He still makes his home in the Pittsburgh	http://nif.dbpedia.org/wiki/en/Roger_Kingdom?dbpv=2016-10&nif=word&char=571,581
1381	Mo Farah	CityOfResidence	Portland, Oregon	Section	5.1	Portland, Oregon	exact	As of January 2014, Farah's main place of residence is Portland, Oregon	http://nif.dbpedia.org/wiki/en/Mo_Farah?dbpv=2016-10&nif=phrase&char=22270,22286
1381	Mo Farah	CityOfResidence	Portland, Oregon	Section	3.3	Portland, Oregon	exact	In February 2011, Farah announced that he would be relocating to Portland, Oregon	http://nif.dbpedia.org/wiki/en/Mo_Farah?dbpv=2016-10&nif=phrase&char=9236,9252
1381	Mo Farah	CityOfResidence	Portland, Oregon	Abstract	0	Portland, Oregon	exact	Born in Somalia, Farah moved to the UK as a child. He was originally based in London and ran for Newham and Essex Beagles athletics club, training at St Mary's University College, Twickenham from 2001 to 2011. He has trained with Alberto Salazar in Portland, Oregon	http://nif.dbpedia.org/wiki/en/Mo_Farah?dbpv=2016-10&nif=phrase&char=1043,1059
1384	Rob Neyer	CityOfResidence	Portland, Oregon	Section	1	Portland, Oregon	exact	He lives in Portland, Oregon	http://nif.dbpedia.org/wiki/en/Rob_Neyer?dbpv=2016-10&nif=phrase&char=613,629
1385	Alan Webb (runner)	CityOfResidence	Portland, Oregon	Section	1.3	Portland, Oregon	exact	After many disappointing results since breaking the American mile record, Webb decided in August 2009 to move to Portland, Oregon	http://nif.dbpedia.org/wiki/en/Alan_Webb_(runner)?dbpv=2016-10&nif=phrase&char=4305,4321
1386	Cesare Previti	CityOfResidence	Rome	Section	1	Rome	exact	Born in Reggio Calabria, he grew up in Rome	http://nif.dbpedia.org/wiki/en/Cesare_Previti?dbpv=2016-10&nif=word&char=275,279
1387	Marco Pastors	CityOfResidence	Rotterdam	Abstract	0	Livable Rotterdam	partial	Pastors was political leader of the local party Livable Rotterdam	http://nif.dbpedia.org/wiki/en/Marco_Pastors?dbpv=2016-10&nif=phrase&char=368,385
1387	Marco Pastors	CityOfResidence	Rotterdam	Section	2	Livable Rotterdam	partial	Pastors started his political career in January 2002 when his formed boss Fortuyn was elected leader of Livable Rotterdam	http://nif.dbpedia.org/wiki/en/Marco_Pastors?dbpv=2016-10&nif=phrase&char=1282,1299
1387	Marco Pastors	CityOfResidence	Rotterdam	Abstract	0	south of Rotterdam	partial	Marcus Gerhardus Theodorus (Marco) Pastors  (born 10 September 1965 in Beneden-Leeuwen) is a Dutch civil servant and former politician. Since 1 February 2012 he has been director of the Nationaal Programma Kwaliteitssprong Zuid, a project of the city of Rotterdam to improve living conditions in the south of Rotterdam	http://nif.dbpedia.org/wiki/en/Marco_Pastors?dbpv=2016-10&nif=phrase&char=300,318
1388	Nathan Fletcher	CityOfResidence	San Diego	Abstract	0	University of California, San Diego	partial	Nathan Fletcher (born December 31, 1976) is an American politician, businessman, and educator who served two terms in the California State Assembly. He currently serves as a senior director of global strategic initiatives at Qualcomm, Inc. and a Professor of Practice in Political Science at the University of California, San Diego	http://nif.dbpedia.org/wiki/en/Nathan_Fletcher?dbpv=2016-10&nif=phrase&char=296,331
1388	Nathan Fletcher	CityOfResidence	San Diego	Section	3.2	San Diego	exact	In June 2011, Fletcher announced his candidacy for the mayorship of San Diego	http://nif.dbpedia.org/wiki/en/Nathan_Fletcher?dbpv=2016-10&nif=phrase&char=6335,6344
1388	Nathan Fletcher	CityOfResidence	San Diego	Section	3.3	mayor of San Diego	partial	In March 2012, midway through his campaign for mayor of San Diego	http://nif.dbpedia.org/wiki/en/Nathan_Fletcher?dbpv=2016-10&nif=phrase&char=7848,7866
1388	Nathan Fletcher	CityOfResidence	San Diego	Section	5	San Diego Opera	partial	Fletcher has served on the Board of Directors for the Marine Corps Recruit Depot Historical Society, a member of The American Legion, life member of Veterans of Foreign Wars, member of the board of directors of the San Diego Opera	http://nif.dbpedia.org/wiki/en/Nathan_Fletcher?dbpv=2016-10&nif=phrase&char=12129,12144
1390	Mark S. Wrighton	CityOfResidence	St. Louis	Section	3	Washington University in St. Louis	partial	In 1995, he left MIT to become chancellor of Washington University in St. Louis	http://nif.dbpedia.org/wiki/en/Mark_S._Wrighton?dbpv=2016-10&nif=phrase&char=3667,3701
1390	Mark S. Wrighton	CityOfResidence	St. Louis	Abstract	0	Washington University in St. Louis	partial	Mark Stephen Wrighton (born June 11, 1949) is an American academic, an award-winning chemist, and the current chancellor of Washington University in St. Louis	http://nif.dbpedia.org/wiki/en/Mark_S._Wrighton?dbpv=2016-10&nif=phrase&char=124,158
1390	Mark S. Wrighton	CityOfResidence	St. Louis	Section	9	Mark S. Wrighton - Washington University in St. Louis	partial	 *  Mark S. Wrighton - Washington University in St. Louis	http://nif.dbpedia.org/wiki/en/Mark_S._Wrighton?dbpv=2016-10&nif=phrase&char=8260,8314
1392	Hugo Weaving	CityOfResidence	Sydney	Section	2.2	Sydney Theatre Company	partial	Weaving reprised his role as Elrond for the video game The Lord of the Rings: The Battle for Middle-Earth II. He regularly appears in productions by the Sydney Theatre Company	http://nif.dbpedia.org/wiki/en/Hugo_Weaving?dbpv=2016-10&nif=phrase&char=4168,4190
1392	Hugo Weaving	CityOfResidence	Sydney	Section	1	Sydney	exact	Weaving was born at the University of Ibadan Teaching Hospital, in Ibadan, Oyo State, in the Colony and Protectorate of Nigeria, to English parents Anne (née Lennard), a tour guide and former teacher, and Wallace Weaving, a seismologist. His maternal grandmother was Belgian. A year after his birth, his family returned to England, living in Bedford and Brighton before moving to Melbourne and Sydney	http://nif.dbpedia.org/wiki/en/Hugo_Weaving?dbpv=2016-10&nif=word&char=1499,1505
1392	Hugo Weaving	CityOfResidence	Sydney	Section	2.3	Sydney Theatre Company	partial	From 26 July to 27 September 2014, Weaving played the titular role of Sydney Theatre Company	http://nif.dbpedia.org/wiki/en/Hugo_Weaving?dbpv=2016-10&nif=phrase&char=10424,10446
1392	Hugo Weaving	CityOfResidence	Sydney	Section	5	Sydney Theatre Company's Uncle Vanya	partial	 *  1991 – Australian Film Institute Awards, Best Actor in a Lead Role: Proof  *  1998 – Australian Film Institute Awards, Best Actor in a Lead Role: The Interview  *  2005 – Australian Film Institute Awards, Best Actor in a Lead Role: Little Fish  *  2007 – The Constellation Awards, Best Male Performance in a 2006 Science Fiction Film, TV Movie, or Miniseries: V for Vendetta (film)  *  2011 – Sydney Theatre Award, Best Supporting Actor:Sydney Theatre Company's Uncle Vanya	http://nif.dbpedia.org/wiki/en/Hugo_Weaving?dbpv=2016-10&nif=phrase&char=12015,12050
1392	Hugo Weaving	CityOfResidence	Sydney	Section	5	Sydney Theatre Company's Uncle Vanya	partial	 *  1991 – Australian Film Institute Awards, Best Actor in a Lead Role: Proof  *  1998 – Australian Film Institute Awards, Best Actor in a Lead Role: The Interview  *  2005 – Australian Film Institute Awards, Best Actor in a Lead Role: Little Fish  *  2007 – The Constellation Awards, Best Male Performance in a 2006 Science Fiction Film, TV Movie, or Miniseries: V for Vendetta (film)  *  2011 – Sydney Theatre Award, Best Supporting Actor:Sydney Theatre Company's Uncle Vanya  * 2012 – Helen Hayes Award, Best Supporting Performer, Non-Resident Production: Sydney Theatre Company's Uncle Vanya	http://nif.dbpedia.org/wiki/en/Hugo_Weaving?dbpv=2016-10&nif=phrase&char=12132,12168
1392	Hugo Weaving	CityOfResidence	Sydney	Section	2.3	Sydney Theatre Company	partial	On 13 March 2011, The Key Man, which Weaving filmed in 2006, finally debuted at the South By Southwest Festival in Austin, Texas. The child migrant saga Oranges and Sunshine opened in the UK on 1 April, the culmination of months of success on the festival circuit in late 2010-early 2011. In March, the Sydney Theatre Company	http://nif.dbpedia.org/wiki/en/Hugo_Weaving?dbpv=2016-10&nif=phrase&char=8107,8129
1393	James T. Walsh	CityOfResidence	Syracuse, New York	Abstract	0	Syracuse, New York	exact	James Thomas "Jim" Walsh (born June 19, 1947) is an American Republican politician from Syracuse, New York	http://nif.dbpedia.org/wiki/en/James_T._Walsh?dbpv=2016-10&nif=phrase&char=88,106
1393	James T. Walsh	CityOfResidence	Syracuse, New York	Section	1	Syracuse, New York	exact	Walsh was born in Syracuse, New York	http://nif.dbpedia.org/wiki/en/James_T._Walsh?dbpv=2016-10&nif=phrase&char=2557,2575
1394	Ayça Ayşin Turan	CityOfResidence	Istanbul	Abstract	0	Istanbul	exact	Ayça Ayşin Turan (born October 25, 1992 in Istanbul	http://nif.dbpedia.org/wiki/en/Ayça_Ayşin_Turan?dbpv=2016-10&nif=word&char=43,51
1398	Jamie Hampton	CityOfResidence	Auburn, Alabama	Section	1	Auburn, Alabama	exact	Hampton was born in Frankfurt, West Germany, because her father, a career US Army officer, was stationed in Germany at the time. Her mother is from South Korea. Soon after, the family moved to the United States. She lived in Enterprise, Alabama, until she was 13; then, she moved to Auburn, Alabama	http://nif.dbpedia.org/wiki/en/Jamie_Hampton?dbpv=2016-10&nif=phrase&char=482,497
1399	Adria Montgomery-Klein and Natalie Montgomery-Carroll	CityOfResidence	Birmingham, Alabama	Abstract	0	Birmingham, Alabama	exact	Adria Montgomery-Klein and Natalie Montgomery-Carroll (born June 24, 1974 in Birmingham, Alabama	http://nif.dbpedia.org/wiki/en/Adria_Montgomery-Klein_and_Natalie_Montgomery-Carroll?dbpv=2016-10&nif=phrase&char=77,96
1401	Samrat Upadhyay	CityOfResidence	Bloomington, Indiana	Abstract	0	Bloomington, Indiana	exact	Samrat Upadhyay (Nepali: सम्राट उपाध्याय) is a Nepalese writer who writes in English. Upadhyay is a professor of creative writing and has previously served as the Director of the Creative Writing Program at Indiana University. He is the first Nepali-born fiction writer writing in English to be published in the West. He was born and raised in Kathmandu, Nepal, and came to the United States at the age of twenty-one. He lives with his wife and daughter in Bloomington, Indiana	http://nif.dbpedia.org/wiki/en/Samrat_Upadhyay?dbpv=2016-10&nif=phrase&char=457,477
1408	Diana Reyna	CityOfResidence	Brooklyn	Section	5	The Brooklyn Rail article: "Introducing Councilwoman Diana Reyna"	partial	 *  Official NYC Council Website about Diana Reyna  * District boundaries for 34th Council district  * The Brooklyn Rail article: "Introducing Councilwoman Diana Reyna"	http://nif.dbpedia.org/wiki/en/Diana_Reyna?dbpv=2016-10&nif=phrase&char=2706,2771
1408	Diana Reyna	CityOfResidence	Brooklyn	Section	1	downtown Brooklyn	partial	Reyna was born and raised in New York City. She attended the now-closed Our Savior School (the former parochial school of Transfiguration Roman Catholic Church) in Williamsburg, Saint Joseph High School in downtown Brooklyn	http://nif.dbpedia.org/wiki/en/Diana_Reyna?dbpv=2016-10&nif=phrase&char=451,468
1409	Domenic Recchia	CityOfResidence	Brooklyn	Abstract	0	Brooklyn	exact	Domenic Michael Recchia, Jr. (born July 25, 1959) is an American attorney and politician from New York City. A member of the Democratic Party, Recchia formerly represented the 47th Council District in the New York City Council which included areas of Bensonhurst, Brighton Beach, Coney Island, and Gravesend in south Brooklyn	http://nif.dbpedia.org/wiki/en/Domenic_Recchia?dbpv=2016-10&nif=word&char=317,325
1410	Dov Hikind	CityOfResidence	Brooklyn	Section	4.1	Brooklyn	exact	Hikind was charged by federal authorities after multiple Jewish organizations were charged with embezzling hundreds of thousands of dollars in government funds which were supposed to be used for children's services. Some of this money, investigators maintained, was used to pay for Hikind's personal expenses. According to documents, the organizations' funds were diverted to pay for Hikind's trip to Israel, and the school tuition for his daughter and niece. The United States Attorney in Brooklyn	http://nif.dbpedia.org/wiki/en/Dov_Hikind?dbpv=2016-10&nif=word&char=7030,7038
1410	Dov Hikind	CityOfResidence	Brooklyn	Section	1	Williamsburg, Brooklyn	partial	Hikind grew up in Williamsburg, Brooklyn	http://nif.dbpedia.org/wiki/en/Dov_Hikind?dbpv=2016-10&nif=phrase&char=742,764
1410	Dov Hikind	CityOfResidence	Brooklyn	Abstract	0	Brooklyn	exact	Dov Hikind (born June 30, 1950) is an American politician in the state of New York. He is a Democratic New York State Assemblyman. Hikind represents Brooklyn	http://nif.dbpedia.org/wiki/en/Dov_Hikind?dbpv=2016-10&nif=word&char=149,157
1411	Michael Shannon	CityOfResidence	Brooklyn	Section	4	Red Hook, Brooklyn	partial	Shannon is in a relationship with actress Kate Arrington; they have two daughters, Sylvia and Marion. They live in Red Hook, Brooklyn	http://nif.dbpedia.org/wiki/en/Michael_Shannon?dbpv=2016-10&nif=phrase&char=4885,4903
1415	Gwen Raverat	CityOfResidence	Cambridge	Section	1	Darwin College, Cambridge	partial	Cambridge and the people associated with it remained very much the centre of her life. Darwin College, Cambridge	http://nif.dbpedia.org/wiki/en/Gwen_Raverat?dbpv=2016-10&nif=phrase&char=1395,1420
1415	Gwen Raverat	CityOfResidence	Cambridge	Section	3	Cambridge University Musical Society	partial	Her life revolved around her contacts in Cambridge. One aspect was her work for the theatre, designing costumes, scenery and programmes. Her first experience was in 1908, when she designed costumes for Milton's Comus at the New Theatre, Cambridge. Her brother-in-law Geoffrey Keynes asked her to provide scenery and costumes for a proposed ballet drawn from William Blake's Illustrations of the Book of Job to commemorate the centennial of Blake's death; her second cousin, Ralph Vaughan Williams, wrote the music to the work which became known as Job, a masque for dancing, the premiere of which took place in Cambridge in 1931. The miniature stage set that she built as a model still exists, housed at the Fitzwilliam Museum in Cambridge. She went on to design costumes, scenery and programmes for some ten productions, mostly for the Cambridge University Musical Society	http://nif.dbpedia.org/wiki/en/Gwen_Raverat?dbpv=2016-10&nif=phrase&char=7267,7303
1415	Gwen Raverat	CityOfResidence	Cambridge	Section	2	Cambridge University Press	partial	Most of Raverat's commissions for book illustrations date from the 1930s. The first was for a set of engravings for Kenneth Grahame's classic anthology The Cambridge Book of Poetry for Children (1932). This was published by the Cambridge University Press	http://nif.dbpedia.org/wiki/en/Gwen_Raverat?dbpv=2016-10&nif=phrase&char=3975,4001
1415	Gwen Raverat	CityOfResidence	Cambridge	Section	1	Cambridge	exact	Gwen Mary Darwin was born in Cambridge	http://nif.dbpedia.org/wiki/en/Gwen_Raverat?dbpv=2016-10&nif=word&char=232,241
