2133	Vlad Filat	PartyAfiiliation	Liberal Democratic Party of Moldova	Section	2	Liberal Democratic Party of Moldova	exact	Filat has been the President of the Liberal Democratic Party of Moldova	http://nif.dbpedia.org/wiki/en/Vlad_Filat?dbpv=2016-10&nif=phrase&char=2754,2789
2133	Vlad Filat	PartyAfiiliation	Liberal Democratic Party of Moldova	Abstract	0	Liberal Democratic Party of Moldova	exact	Vladimir Filat (born 6 May 1969), commonly referred to as Vlad Filat (pronounced [vlad fiˈlat]), is a Moldovan businessman and politician, founder of Liberal Democratic Party of Moldova	http://nif.dbpedia.org/wiki/en/Vlad_Filat?dbpv=2016-10&nif=phrase&char=150,185
2142	W. Garfield Case	PartyAfiiliation	Progressive Conservative Party of Canada	Section	3	Progressive Conservative Party of Canada	exact	By constitutional convention, McNaughton, as a minister of the crown, needed to seek a seat in parliament as soon as possible. The sitting Liberal MP, William P. Telford, had been unable to attend sittings of the House of Commons for a year due to illness and was persuaded to resign in order to enable McNaugton to contest a seat in a by-election. The Tories, who had renamed themselves the Progressive Conservative Party of Canada	http://nif.dbpedia.org/wiki/en/W._Garfield_Case?dbpv=2016-10&nif=phrase&char=2894,2934
2157	Jeff Frederick	PartyAfiiliation	Republican Party 	Abstract	0	Republican Party of Virginia	partial	Jeffrey M. Frederick (born September 23, 1975) is an American politician. He served three terms as a Republican member of the Virginia House of Delegates. Frederick was also chairman of the Republican Party of Virginia	http://nif.dbpedia.org/wiki/en/Jeff_Frederick?dbpv=2016-10&nif=phrase&char=190,218
2184	Julianne Ortman	PartyAfiiliation	Republican Party 	Abstract	0	Republican Party of Minnesota	partial	Julianne E. Ortman (born August 29, 1962) is a Minnesota politician and member of the Minnesota Senate. A member of the Republican Party of Minnesota	http://nif.dbpedia.org/wiki/en/Julianne_Ortman?dbpv=2016-10&nif=phrase&char=120,149
2247	Shawn Hamerlinck	PartyAfiiliation	Republican Party 	Abstract	0	Republican Party presidential primaries, 2012	partial	Hamerlinck endorsed Tim Pawlenty in the Iowa caucus phase of the Republican Party presidential primaries, 2012	http://nif.dbpedia.org/wiki/en/Shawn_Hamerlinck?dbpv=2016-10&nif=phrase&char=681,726
2268	Tom Horner	PartyAfiiliation	Republican Party 	Section	1	Republican Party of Minnesota	partial	On May 9, 2010, Horner received the endorsement of the Independence Party for Governor. He faced Rob Hahn in the August 10 primary election, winning by a wide margin, and was therefore the ballot in the state's November 2 general election. He gained the endorsement of two former Republican Governors, Arne Carlson and Al Quie. For supporting Horner, 18 Republicans, including Durenberger, Carlson, and Quie, were banned from participating in the Republican Party of Minnesota	http://nif.dbpedia.org/wiki/en/Tom_Horner?dbpv=2016-10&nif=phrase&char=1771,1800
2327	Christina McKelvie	PartyAfiiliation	Scottish National Party	Abstract	0	Scottish National Party	exact	Christina McKelvie (born 4 March 1968) is a Scottish National Party	http://nif.dbpedia.org/wiki/en/Christina_McKelvie?dbpv=2016-10&nif=phrase&char=44,67
2328	Douglas Henderson (SNP politician)	PartyAfiiliation	Scottish National Party	Abstract	0	Scottish National Party	exact	Douglas Henderson (16 July 1935 – 15 September 2006) was a Scottish politician. He was Depute Leader of the Scottish National Party (SNP) from 1971 to 1973 and from 1979 to 1981. He served as a Scottish National Party	http://nif.dbpedia.org/wiki/en/Douglas_Henderson_(SNP_politician)?dbpv=2016-10&nif=phrase&char=194,217
2328	Douglas Henderson (SNP politician)	PartyAfiiliation	Scottish National Party	Abstract	0	Depute Leader of the Scottish National Party	partial	Douglas Henderson (16 July 1935 – 15 September 2006) was a Scottish politician. He was Depute Leader of the Scottish National Party	http://nif.dbpedia.org/wiki/en/Douglas_Henderson_(SNP_politician)?dbpv=2016-10&nif=phrase&char=87,131
2332	Ivo Josipović	PartyAfiiliation	Social Democratic Party of Croatia	Section	1.4	Social Democratic Party of Croatia	exact	In 1980 Ivo Josipović became a member of the League of Communists of Croatia. He played a key role in the democratic transformation of this party as the author of the first statute of the Social Democratic Party of Croatia	http://nif.dbpedia.org/wiki/en/Ivo_Josipović?dbpv=2016-10&nif=phrase&char=6238,6272
2333	Jörg Tauss	PartyAfiiliation	Social Democratic Party of Germany	Abstract	0	Social Democratic Party of Germany	exact	Jörg Tauss (born 5 July 1953) is a German politician and former member of the Social Democratic Party of Germany	http://nif.dbpedia.org/wiki/en/Jörg_Tauss?dbpv=2016-10&nif=phrase&char=78,112
2335	Marleen Temmerman	PartyAfiiliation	Socialistische Partij Anders	Abstract	0	Socialistische Partij Anders	exact	Marleen Temmerman (born 1953) was a Belgian politician and a member of the Socialistische Partij Anders	http://nif.dbpedia.org/wiki/en/Marleen_Temmerman?dbpv=2016-10&nif=phrase&char=75,103
2336	Myriam Vanlerberghe	PartyAfiiliation	Socialistische Partij Anders	Abstract	0	Socialistische Partij Anders	exact	Myriam Vanlerberghe (born 1961) is a Belgian politician and a member of the Socialistische Partij Anders	http://nif.dbpedia.org/wiki/en/Myriam_Vanlerberghe?dbpv=2016-10&nif=phrase&char=76,104
2337	Jan Eliasson	PartyAfiiliation	Swedish Social Democratic Party	Abstract	0	Swedish Social Democratic Party	exact	Jan Kenneth Eliasson (born 17 September 1940) is a Swedish diplomat who has been Deputy Secretary-General of the United Nations since 1 July 2012. A member of the Swedish Social Democratic Party	http://nif.dbpedia.org/wiki/en/Jan_Eliasson?dbpv=2016-10&nif=phrase&char=163,194
2347	M. B. Rajesh	PartyAfiiliation	Communist Party of India 	Section	2	Communist Party of India (Marxist)	partial	Rajesh started his political life while he was a school student by organizing the SFI at school level. Later he became the President and then Secretary of SFI Kerala State Committee. He also held positions including the Joint Secretary and Vice President of SFI Central Committee. After his student life he was active in the Democratic Youth Federation of India (DYFI) where he is now holding the post of State President. Rajesh is now a member of the Kerala state committee of Communist Party of India (Marxist)	http://nif.dbpedia.org/wiki/en/M._B._Rajesh?dbpv=2016-10&nif=phrase&char=1240,1274
2349	Salvador Sánchez Cerén	PartyAfiiliation	Farabundo Martí National Liberation Front	Abstract	0	Farabundo Martí National Liberation Front	exact	Salvador Sánchez Cerén (born 18 June 1944) is a Salvadoran politician and the current President of El Salvador. He took office on 1 June 2014, after winning the 2014 presidential election as the candidate of the left-wing Farabundo Martí National Liberation Front	http://nif.dbpedia.org/wiki/en/Salvador_Sánchez_Cerén?dbpv=2016-10&nif=phrase&char=222,263
2350	Antonio Cafiero	PartyAfiiliation	Justicialist Party	Section	1	Justicialist Party	exact	Cafiero held offices in the National Justicialist Movement from 1962, as well as in different institutions within the Justicialist Party	http://nif.dbpedia.org/wiki/en/Antonio_Cafiero?dbpv=2016-10&nif=phrase&char=856,874
2350	Antonio Cafiero	PartyAfiiliation	Justicialist Party	Abstract	0	Justicialist Party	exact	Antonio Francisco Cafiero (12 September 1922 – 13 October 2014) was an Argentine Justicialist Party	http://nif.dbpedia.org/wiki/en/Antonio_Cafiero?dbpv=2016-10&nif=phrase&char=81,99
2350	Antonio Cafiero	PartyAfiiliation	Justicialist Party	Section	1	Justicialist Party	exact	He founded the Movement for Unity, Solidarity and Organization in September 1982, a reformist faction of the Justicialist Party	http://nif.dbpedia.org/wiki/en/Antonio_Cafiero?dbpv=2016-10&nif=phrase&char=1693,1711
2352	Grant Haskin	PartyAfiiliation	African Christian Democratic Party	Section	1.2	African Christian Democratic Party	exact	During the subsequent term as caucus leader for the ACDP, he completed his B.Admin Honours degree in International Relations (Political Science) at the University of the Western Cape (UWC) and embarked on writing his full Masters thesis. As a result of the 18 May 2011 Local Government Elections he was re-elected councillor for the City of Cape Town where he remained the Caucus leader. In April 2012 the African Christian Democratic Party (ACDP) redeployed him to the WC Provincial Parliament as Member until the 2014 National General Elections. In December 2013 he was elected Chair of the African Christian Democratic Party (ACDP)'s national Federal Council of Provinces (FCOP) - a post he still holds, and in July 2014 he became the National Elections Manager for the African Christian Democratic Party (ACDP) for the 2016 local government elections. Following these 2014 elections he returned once more to the City of Cape Town as councillor and caucus leader for the African Christian Democratic Party	http://nif.dbpedia.org/wiki/en/Grant_Haskin?dbpv=2016-10&nif=phrase&char=3579,3613
2352	Grant Haskin	PartyAfiiliation	African Christian Democratic Party	Section	1.2	African Christian Democratic Party	exact	During the subsequent term as caucus leader for the ACDP, he completed his B.Admin Honours degree in International Relations (Political Science) at the University of the Western Cape (UWC) and embarked on writing his full Masters thesis. As a result of the 18 May 2011 Local Government Elections he was re-elected councillor for the City of Cape Town where he remained the Caucus leader. In April 2012 the African Christian Democratic Party (ACDP) redeployed him to the WC Provincial Parliament as Member until the 2014 National General Elections. In December 2013 he was elected Chair of the African Christian Democratic Party (ACDP)'s national Federal Council of Provinces (FCOP) - a post he still holds, and in July 2014 he became the National Elections Manager for the African Christian Democratic Party	http://nif.dbpedia.org/wiki/en/Grant_Haskin?dbpv=2016-10&nif=phrase&char=3378,3412
2352	Grant Haskin	PartyAfiiliation	African Christian Democratic Party	Section	1.2	African Christian Democratic Party	exact	During the subsequent term as caucus leader for the ACDP, he completed his B.Admin Honours degree in International Relations (Political Science) at the University of the Western Cape (UWC) and embarked on writing his full Masters thesis. As a result of the 18 May 2011 Local Government Elections he was re-elected councillor for the City of Cape Town where he remained the Caucus leader. In April 2012 the African Christian Democratic Party	http://nif.dbpedia.org/wiki/en/Grant_Haskin?dbpv=2016-10&nif=phrase&char=3011,3045
2352	Grant Haskin	PartyAfiiliation	African Christian Democratic Party	Section	1.2	African Christian Democratic Party	exact	During the subsequent term as caucus leader for the ACDP, he completed his B.Admin Honours degree in International Relations (Political Science) at the University of the Western Cape (UWC) and embarked on writing his full Masters thesis. As a result of the 18 May 2011 Local Government Elections he was re-elected councillor for the City of Cape Town where he remained the Caucus leader. In April 2012 the African Christian Democratic Party (ACDP) redeployed him to the WC Provincial Parliament as Member until the 2014 National General Elections. In December 2013 he was elected Chair of the African Christian Democratic Party (ACDP)'s national Federal Council of Provinces (FCOP) - a post he still holds, and in July 2014 he became the National Elections Manager for the African Christian Democratic Party (ACDP) for the 2016 local government elections. Following these 2014 elections he returned once more to the City of Cape Town as councillor and caucus leader for the African Christian Democratic Party (ACDP), a post he held until January 2016 when he resigned to take up a newly created post in the African Christian Democratic Party	http://nif.dbpedia.org/wiki/en/Grant_Haskin?dbpv=2016-10&nif=phrase&char=3712,3746
2352	Grant Haskin	PartyAfiiliation	African Christian Democratic Party	Section	1.2	African Christian Democratic Party	exact	During the subsequent term as caucus leader for the ACDP, he completed his B.Admin Honours degree in International Relations (Political Science) at the University of the Western Cape (UWC) and embarked on writing his full Masters thesis. As a result of the 18 May 2011 Local Government Elections he was re-elected councillor for the City of Cape Town where he remained the Caucus leader. In April 2012 the African Christian Democratic Party (ACDP) redeployed him to the WC Provincial Parliament as Member until the 2014 National General Elections. In December 2013 he was elected Chair of the African Christian Democratic Party	http://nif.dbpedia.org/wiki/en/Grant_Haskin?dbpv=2016-10&nif=phrase&char=3198,3232
2352	Grant Haskin	PartyAfiiliation	African Christian Democratic Party	Section	1.2	African Christian Democratic Party	exact	Grant became a member of the African Christian Democratic Party	http://nif.dbpedia.org/wiki/en/Grant_Haskin?dbpv=2016-10&nif=phrase&char=685,719
2354	Arka Keshari Deo	PartyAfiiliation	Biju Janata Dal	Abstract	0	Biju Janata Dal	exact	Arka Keshari Deo is an Indian politician. He is elected to the 16th Lok Sabha in 2014 from Kalahandi constituency in Odisha.He is a member of the Biju Janata Dal	http://nif.dbpedia.org/wiki/en/Arka_Keshari_Deo?dbpv=2016-10&nif=phrase&char=146,161
2355	Michel Temer	PartyAfiiliation	Brazilian Democratic Movement Party	Section	2	Brazilian Democratic Movement Party	exact	Beginning in 1987 Temer served six consecutive terms in the Chamber of Deputies, and on three separate occasions served two-year terms as President of the Chamber (in 1997–1998, 1999–2000 and 2009–2010). Temer was also a member of the 1988 National Constituent Assembly, which promulgated the current Constitution of Brazil. Politically he rose to become chairman of the Brazilian Democratic Movement Party	http://nif.dbpedia.org/wiki/en/Michel_Temer?dbpv=2016-10&nif=phrase&char=2495,2530
2362	Paul-Henri Meyers	PartyAfiiliation	Christian Social People's Party	Abstract	0	Christian Social People's Party	exact	Paul-Henri Meyers (born 1 January 1937 in Binsfeld) is a Luxembourgish politician and jurist. He sits in the Chamber of Deputies, having previously been a Councillor of State. He has been a member of the Christian Social People's Party	http://nif.dbpedia.org/wiki/en/Paul-Henri_Meyers?dbpv=2016-10&nif=phrase&char=204,235
2365	Marietje Schaake	PartyAfiiliation	Democrats 66	Abstract	0	Democrats 66	exact	Marietje Schaake (Dutch pronunciation: [mɑˈritʃə ˈsxɑkə]; born 28 October 1978) is a Dutch politician. She is a member of Democrats 66	http://nif.dbpedia.org/wiki/en/Marietje_Schaake?dbpv=2016-10&nif=phrase&char=122,134
2365	Marietje Schaake	PartyAfiiliation	Democrats 66	Section	2	Democrats 66	exact	In the fall of 2008, Schaake was nominated as candidate for the European Parliament for the Dutch political party Democrats 66	http://nif.dbpedia.org/wiki/en/Marietje_Schaake?dbpv=2016-10&nif=phrase&char=1546,1558
2367	D. Venugopal	PartyAfiiliation	Dravida Munnetra Kazhagam	Abstract	0	Dravida Munnetra Kazhagam	exact	Danapal Venugopal (born 5 November 1936) is a member of the 15th Lok Sabha of India from Tiruvannamalai Constituency. Previously, he represented the Tiruppattur constituency of Tamil Nadu and is a member of the Dravida Munnetra Kazhagam	http://nif.dbpedia.org/wiki/en/D._Venugopal?dbpv=2016-10&nif=phrase&char=211,236
2368	José Daras	PartyAfiiliation	Ecolo	Abstract	0	Ecolo	exact	José Daras (born 28 May 1947 in Malonne) is a Belgian politician and a member of Ecolo	http://nif.dbpedia.org/wiki/en/José_Daras?dbpv=2016-10&nif=word&char=81,86
2368	José Daras	PartyAfiiliation	Ecolo	Section	2	Ecolo	exact	He is one of the founder of the green party Ecolo	http://nif.dbpedia.org/wiki/en/José_Daras?dbpv=2016-10&nif=word&char=274,279
2369	Philippe Lamberts	PartyAfiiliation	Ecolo	Section	2	Ecolo	exact	Lamberts was the co-spokesperson of the European Green Party between 2006 and 2012. (first with Ulrike Lunacek, then with Monica Frassoni) and has been a Member of the European Parliament (MEP) for the Ecolo	http://nif.dbpedia.org/wiki/en/Philippe_Lamberts?dbpv=2016-10&nif=word&char=625,630
2370	Dénes Gulyás	PartyAfiiliation	Fidesz	Abstract	0	Fidesz	exact	He was also a member of Parliament, representing the Fidesz	http://nif.dbpedia.org/wiki/en/Dénes_Gulyás?dbpv=2016-10&nif=word&char=495,501
2371	Amjad Ali (politician)	PartyAfiiliation	Fiji Labour Party	Abstract	0	Fiji Labour Party	exact	Amjad Ali is a Fiji Indian politician. In the House of Representatives he represented the Nadi Urban Indian Communal Constituency, one of 19 reserved for Indo-Fijians, from 1999 to 2006, having held the seat for the Fiji Labour Party	http://nif.dbpedia.org/wiki/en/Amjad_Ali_(politician)?dbpv=2016-10&nif=phrase&char=216,233
2372	Jussi Halla-aho	PartyAfiiliation	Finns Party	Section	3.1	Finns Party	exact	Halla-aho was elected a member of Helsinki City Council in the 2008 municipal elections as a candidate of the Finns Party	http://nif.dbpedia.org/wiki/en/Jussi_Halla-aho?dbpv=2016-10&nif=phrase&char=1690,1701
2372	Jussi Halla-aho	PartyAfiiliation	Finns Party	Abstract	0	Finns Party	exact	Jussi Kristian Halla-aho (born 27 April 1971 in Tampere) is a Finnish Slavic linguist, blogger and a politician for the Finns Party	http://nif.dbpedia.org/wiki/en/Jussi_Halla-aho?dbpv=2016-10&nif=phrase&char=120,131
2373	Marie-Hélène Amiable	PartyAfiiliation	French Communist Party	Abstract	0	French Communist Party	exact	Marie-Hélène Amiable (born March 14, 1960) is a member of the National Assembly of France. She represents the 11th constituency of the Hauts-de-Seine département. She is a member of the French Communist Party	http://nif.dbpedia.org/wiki/en/Marie-Hélène_Amiable?dbpv=2016-10&nif=phrase&char=186,208
2378	Marzenna Drab	PartyAfiiliation	Law and Justice	Abstract	0	Law and Justice	exact	On 21 October 2007, in parliamentary election, she joined the Sejm of Poland VI term (the lower house of the Polish parliament). She polled 7,396 votes and was fourth on the Law and Justice	http://nif.dbpedia.org/wiki/en/Marzenna_Drab?dbpv=2016-10&nif=phrase&char=832,847
2382	Min Thu Wun	PartyAfiiliation	National League for Democracy	Section	3	National League for Democracy	exact	In 1990 he was elected as a National League for Democracy	http://nif.dbpedia.org/wiki/en/Min_Thu_Wun?dbpv=2016-10&nif=phrase&char=2507,2536
2384	Pol Van Den Driessche	PartyAfiiliation	New Flemish Alliance	Abstract	0	New Flemish Alliance	exact	Van Den Driessche joined with the Christian Democratic and Flemish party (CD&V) in 2007 and was elected as a member of the Belgian Senate in the same year. He moved to the New Flemish Alliance	http://nif.dbpedia.org/wiki/en/Pol_Van_Den_Driessche?dbpv=2016-10&nif=phrase&char=257,277
2386	Brian Donnelly (New Zealand politician)	PartyAfiiliation	New Zealand First	Abstract	0	New Zealand First	exact	Brian John Donnelly, QSO, (5 November 1949 – 25 September 2008) was a New Zealand politician. He was a member of the New Zealand First	http://nif.dbpedia.org/wiki/en/Brian_Donnelly_(New_Zealand_politician)?dbpv=2016-10&nif=phrase&char=117,134
2392	Raja Zafar ul Haq	PartyAfiiliation	Pakistan Muslim League 	Section	4	nl:Pakistan Muslim League (N)	partial	id:Liga Muslim Pakistan (N)nl:Pakistan Muslim League (N)	http://nif.dbpedia.org/wiki/en/Raja_Zafar_ul_Haq?dbpv=2016-10&nif=phrase&char=4010,4038
2392	Raja Zafar ul Haq	PartyAfiiliation	Pakistan Muslim League 	Section	4	Official Pakistan Muslim League (N) website	partial	 *  Official Pakistan Muslim League (N) website	http://nif.dbpedia.org/wiki/en/Raja_Zafar_ul_Haq?dbpv=2016-10&nif=phrase&char=3897,3941
2393	Azizan Abdul Razak	PartyAfiiliation	Pan-Malaysian Islamic Party	Abstract	0	Pan-Malaysian Islamic Party	exact	Tan Sri Dato' Seri Azizan bin Abdul Razak (25 October 1944 – 26 September 2013) was a Malaysian politician. He was the Menteri Besar (Chief Minister) of the state of Kedah from 2008 to 2013. A member of the Pan-Malaysian Islamic Party	http://nif.dbpedia.org/wiki/en/Azizan_Abdul_Razak?dbpv=2016-10&nif=phrase&char=352,379
2396	Kurt Zellers	PartyAfiiliation	Republican Party of Minnesota	Abstract	0	Republican Party of Minnesota	exact	Kurt Zellers (born October 16, 1969 in Grand Forks, North Dakota) is a politician from Minnesota. He served as the Speaker of the Minnesota House of Representatives from 2011 to 2013 and as the Minority Leader of the Minnesota House of Representatives from 2009 to 2011. A member of the Republican Party of Minnesota	http://nif.dbpedia.org/wiki/en/Kurt_Zellers?dbpv=2016-10&nif=phrase&char=287,316
2397	Michelle Fischbach	PartyAfiiliation	Republican Party of Minnesota	Abstract	0	Republican Party of Minnesota	exact	Michelle L. Fischbach (born November 3, 1965) is a Minnesota politician and member of the Minnesota Senate. A member of the Republican Party of Minnesota	http://nif.dbpedia.org/wiki/en/Michelle_Fischbach?dbpv=2016-10&nif=phrase&char=124,153
2399	Warren Limmer	PartyAfiiliation	Republican Party of Minnesota	Abstract	0	Republican Party of Minnesota	exact	Warren E. Limmer (born January 24, 1955) is a Minnesota politician and member of the Minnesota Senate. A member of the Republican Party of Minnesota	http://nif.dbpedia.org/wiki/en/Warren_Limmer?dbpv=2016-10&nif=phrase&char=119,148
2400	Kim Moon-soo (politician)	PartyAfiiliation	Saenuri Party	Section	1.3	Saenuri Party	exact	In April 2012, Kim Moon-Soo declared his presidential candidacy in the primary election of the Saenuri Party	http://nif.dbpedia.org/wiki/en/Kim_Moon-soo_(politician)?dbpv=2016-10&nif=phrase&char=3381,3394
2400	Kim Moon-soo (politician)	PartyAfiiliation	Saenuri Party	Abstract	0	Saenuri Party	exact	Kim Moon-soo (Hangul: 김문수, August 27, 1951) is a Korean Saenuri Party	http://nif.dbpedia.org/wiki/en/Kim_Moon-soo_(politician)?dbpv=2016-10&nif=phrase&char=56,69
2402	Bernard Ptak	PartyAfiiliation	Self-Defence of the Republic of Poland	Abstract	0	Self-Defence of the Republic of Poland	exact	Bernard Ptak (born August 9, 1954 in Mościszki) is a Polish politician. He was elected to Sejm on September 25, 2005 getting 7023 votes in 36 Kalisz district, candidating from the Self-Defence of the Republic of Poland	http://nif.dbpedia.org/wiki/en/Bernard_Ptak?dbpv=2016-10&nif=phrase&char=180,218
2403	Víctor Bisonó	PartyAfiiliation	Social Christian Reformist Party	Section	2	Social Christian Reformist Party	exact	Bisonó joined the Social Christian Reformist Party	http://nif.dbpedia.org/wiki/en/Víctor_Bisonó?dbpv=2016-10&nif=phrase&char=1166,1198
2403	Víctor Bisonó	PartyAfiiliation	Social Christian Reformist Party	Abstract	0	Social Christian Reformist Party	exact	Víctor 'Ito' Orlando Bisonó Haza (born August 27, 1963) is a politician from the Dominican Republic and current member of the Chamber of Deputies of the Dominican Republic representing the 2nd circunscription of the National District since the year 2002. Bisonó is a member of the Social Christian Reformist Party	http://nif.dbpedia.org/wiki/en/Víctor_Bisonó?dbpv=2016-10&nif=phrase&char=281,313
2405	Jean-Louis Léonard	PartyAfiiliation	Union for a Popular Movement	Abstract	0	Union for a Popular Movement	exact	Jean-Louis Léonard (born on 24 July 1950 in Besançon (Doubs) is a French politician and a member of the Union for a Popular Movement	http://nif.dbpedia.org/wiki/en/Jean-Louis_Léonard?dbpv=2016-10&nif=phrase&char=104,132
2406	Jean-Paul Anciaux	PartyAfiiliation	Union for a Popular Movement	Abstract	0	Union for a Popular Movement	exact	Jean-Paul Anciaux (born 17 July 1946 in Le Creusot, Saône-et-Loire) is a member of the National Assembly of France. He represents the Saône-et-Loire department, and is a member of the Union for a Popular Movement	http://nif.dbpedia.org/wiki/en/Jean-Paul_Anciaux?dbpv=2016-10&nif=phrase&char=184,212
2408	Laure de La Raudière	PartyAfiiliation	Union for a Popular Movement	Abstract	0	Union for a Popular Movement	exact	Laure de La Raudière (born February 12, 1965) is a member of the National Assembly of France. She represents the Eure-et-Loir department, and is a member of the Union for a Popular Movement	http://nif.dbpedia.org/wiki/en/Laure_de_La_Raudière?dbpv=2016-10&nif=phrase&char=161,189
2410	Martine Aurillac	PartyAfiiliation	Union for a Popular Movement	Abstract	0	Union for a Popular Movement	exact	Martine Aurillac (born 28 April 1939) is a member of the National Assembly of France. She represents the city of Paris, and is a member of the Union for a Popular Movement	http://nif.dbpedia.org/wiki/en/Martine_Aurillac?dbpv=2016-10&nif=phrase&char=143,171
2411	Philippe Gosselin	PartyAfiiliation	Union for a Popular Movement	Abstract	0	Union for a Popular Movement	exact	Philippe Gosselin (born October 23, 1966 in Carentan) is a member of the National Assembly of France. He represents the Manche department, and is a member of the Union for a Popular Movement	http://nif.dbpedia.org/wiki/en/Philippe_Gosselin?dbpv=2016-10&nif=phrase&char=162,190
2412	Pierre-Christophe Baguet	PartyAfiiliation	Union for a Popular Movement	Abstract	0	Union for a Popular Movement	exact	Pierre-Christophe Baguet (born 11 May 1955 in Paris) is a member of the National Assembly of France. He represents the Hauts-de-Seine department, and is a member of the Union for a Popular Movement	http://nif.dbpedia.org/wiki/en/Pierre-Christophe_Baguet?dbpv=2016-10&nif=phrase&char=169,197
2413	Raja Nong Chik Zainal Abidin	PartyAfiiliation	United Malays National Organisation	Abstract	0	United Malays National Organisation	exact	Dato' Raja Nong Chik bin Datuk Raja Zainal Abidin is a Malaysian politician and the former Minister of Federal Territories and Urban Well-being. He is a Senator from the United Malays National Organisation	http://nif.dbpedia.org/wiki/en/Raja_Nong_Chik_Zainal_Abidin?dbpv=2016-10&nif=phrase&char=170,205
2414	Navin Dissanayake	PartyAfiiliation	United National Party	Abstract	0	United National Party	exact	Navin Eranjan Dissanayake (born 9 September 1969) is a Sri Lankan politician, and the current Minister of Plantation Industries. A Member of Parliament for United National Party	http://nif.dbpedia.org/wiki/en/Navin_Dissanayake?dbpv=2016-10&nif=phrase&char=156,177
2416	Ravi Karunanayake	PartyAfiiliation	United National Party	Abstract	0	United National Party	exact	Ravindra Sandresh Karunanayake, MP (born 19 February 1963) is a Sri Lankan politician. He is the current Minister of Finance and a Member of Parliament for the Colombo District. Karunanayake was the former Cabinet Minister of Commerce, Consumer Affairs from 2001 to 2004. He is the Assistant Leader of United National Party	http://nif.dbpedia.org/wiki/en/Ravi_Karunanayake?dbpv=2016-10&nif=phrase&char=302,323
2417	S. B. Nawinne	PartyAfiiliation	United National Party	Abstract	0	United National Party	exact	R. M. Seneviratne Bandara Nawinne (born 24 February 1946) is a member of United National Party	http://nif.dbpedia.org/wiki/en/S._B._Nawinne?dbpv=2016-10&nif=phrase&char=73,94
2417	S. B. Nawinne	PartyAfiiliation	United National Party	Abstract	0	United National Party	exact	R. M. Seneviratne Bandara Nawinne (born 24 February 1946) is a member of United National Party and a member of the Parliament of Sri Lanka. He was long time member of Sri Lanka Freedom Party but cross to the United National Party	http://nif.dbpedia.org/wiki/en/S._B._Nawinne?dbpv=2016-10&nif=phrase&char=208,229
2418	Sajith Premadasa	PartyAfiiliation	United National Party	Abstract	0	United National Party	exact	Sajith Premadasa (Sinhala : සජිත් ප්‍රේමදාස, Tamil : சஜித் பிரேமதாச) (born 12 January 1967) is a Sri Lankan politician, a working committee member, Deputy Leader of the United National Party (UNP), the government party of Sri Lanka and Member of Parliament for Hambantota District and was the former cabinet minister of samurudi affairs and a Deputy Minister of Health in Sri Lanka. He is the son of Ranasinghe Premadasa the former President of Sri Lanka. Premedasa was appointed as the Cabinet Minister of Housing and Samurdi by President Maithripala Sirisena on 13 January 2015. After the 2015 General Election victory of the United National Party	http://nif.dbpedia.org/wiki/en/Sajith_Premadasa?dbpv=2016-10&nif=phrase&char=628,649
2418	Sajith Premadasa	PartyAfiiliation	United National Party	Abstract	0	United National Party	exact	Sajith Premadasa (Sinhala : සජිත් ප්‍රේමදාස, Tamil : சஜித் பிரேமதாச) (born 12 January 1967) is a Sri Lankan politician, a working committee member, Deputy Leader of the United National Party	http://nif.dbpedia.org/wiki/en/Sajith_Premadasa?dbpv=2016-10&nif=phrase&char=169,190
2418	Sajith Premadasa	PartyAfiiliation	United National Party	Section	2.1	United National Party	exact	For the fourth general election in a row, Sajith Premadasa won the highest percentage of preferential votes out of all United National Party candidates on Thursday, which was just under 90 percent of United National Party	http://nif.dbpedia.org/wiki/en/Sajith_Premadasa?dbpv=2016-10&nif=phrase&char=1115,1136
2418	Sajith Premadasa	PartyAfiiliation	United National Party	Section	2.1	United National Party	exact	For the fourth general election in a row, Sajith Premadasa won the highest percentage of preferential votes out of all United National Party	http://nif.dbpedia.org/wiki/en/Sajith_Premadasa?dbpv=2016-10&nif=phrase&char=1034,1055
2418	Sajith Premadasa	PartyAfiiliation	United National Party	Section	2.2	United National Party	exact	Premadasa was elected as the deputy leader of the United National Party	http://nif.dbpedia.org/wiki/en/Sajith_Premadasa?dbpv=2016-10&nif=phrase&char=1246,1267
2420	Anoma Gamage	PartyAfiiliation	United National Party	Abstract	0	United National Party	exact	Anoma Gamage is a Sri Lankan politician, a member of the Parliament of Sri Lanka. She was appointed as the Deputy Minister of Irrigation and Agriculture in January 2015 and Deputy Minister of Petroleum and Petroleum Gas in September 2015 by President Maithripala Sirisena. Mrs. Gamage is the wife of United National Party	http://nif.dbpedia.org/wiki/en/Anoma_Gamage?dbpv=2016-10&nif=phrase&char=300,321
2422	Maksim Mishchenko	PartyAfiiliation	United Russia	Section	1	United Russia	exact	In December 2007 was elected deputy of State Duma at Russian legislative election, 2007 from Chelyabinsk Oblast's list of political party United Russia	http://nif.dbpedia.org/wiki/en/Maksim_Mishchenko?dbpv=2016-10&nif=phrase&char=534,547
